parent_id,parent_name,student_id,institute_id
301649,Krishna Sharma,101649,1
301650,Ajay Varma,101650,1
301651,Anushka Reddy,101651,1
301652,Shweta Bansal,101652,1
301653,Aishwarya Nair,101653,1
301654,Yash Das,101654,1
301655,Archana Mittal,101655,1
301656,Meera Arora,101656,1
301657,Neha Chopra,101657,1
301658,Manish Sharma,101658,1
301659,Akash Pandey,101659,1
301660,Radha Bansal,101660,1
301661,Preeti Nair,101661,1
301662,Aditya Pillai,101662,1
301663,Rashmi Malhotra,101663,1
301664,Vidya Hussain,101664,1
301665,Ajay Joshi,101665,1
301666,Uma Hussain,101666,1
301667,Suresh Singh,101667,1
301668,Sidharth Kumar,101668,1
301669,Arjun Bansal,101669,1
301670,Tushar Chopra,101670,1
301671,Amit Hussain,101671,1
301672,Priya Mishra,101672,1
301673,Rohan Mishra,101673,1
301674,Sidharth Iyer,101674,1
301675,Tushar Menon,101675,1
301676,Nisha Bansal,101676,1
301677,Dhruv Das,101677,1
301678,Ankit Hussain,101678,1
301679,Kritika Aggarwal,101679,1
301680,Ajay Naidu,101680,1
301681,Akash Varma,101681,1
301682,Shreyas Gupta,101682,1
301683,Gaurav Hussain,101683,1
301684,Aryan Jain,101684,1
301685,Pooja Nair,101685,1
301686,Aanya Bose,101686,1
301687,Sneha Sharma,101687,1
301688,Tanvi Kumar,101688,1
301689,Devesh Chandra,101689,1
301690,Dhruv Mehta,101690,1
301691,Aadhya Yadav,101691,1
301692,Vishal Reddy,101692,1
301693,Rajesh Kapoor,101693,1
301694,Varun Agarwal,101694,1
301695,Meera Sen,101695,1
301696,Sonal Nair,101696,1
301697,Devesh Hussain,101697,1
301698,Prachi Arora,101698,1
301699,Madhuri Iyer,101699,1
301700,Ajay Joshi,101700,1
301701,Aanya Das,101701,1
301702,Kiara Malhotra,101702,1
301703,Aidan Nair,101703,1
301704,Dinesh Kapoor,101704,1
301705,Girish Bhattacharya,101705,1
301706,Nisha Naidu,101706,1
301707,Vishal Tiwari,101707,1
301708,Shreya Singh,101708,1
301709,Vinay Goel,101709,1
301710,Suresh Sharma,101710,1
301711,Aadhya Kapoor,101711,1
301712,Nikhil Kapoor,101712,1
301713,Preeti Nair,101713,1
301714,Shreya Iyer,101714,1
301715,Sidharth Mukherjee,101715,1
301716,Kavita Aggarwal,101716,1
301717,Abhishek Patel,101717,1
301718,Advik Prasad,101718,1
301719,Aarav Mittal,101719,1
301720,Kunal Das,101720,1
301721,Preeti Bhattacharya,101721,1
301722,Anand Singh,101722,1
301723,Kiara Varma,101723,1
301724,Rohit Ali,101724,1
301725,Anjali Mittal,101725,1
301726,Aparna Sharma,101726,1
301727,Shweta Gupta,101727,1
301728,Kunal Bansal,101728,1
301729,Shreya Kapoor,101729,1
301730,Aditya Ali,101730,1
301731,Shreyas Malhotra,101731,1
301732,Ankit Verma,101732,1
301733,Sanjay Chandra,101733,1
301734,Meera Sharma,101734,1
301735,Anjali Ahmed,101735,1
301736,Dhruv Kumar,101736,1
301737,Manisha Nair,101737,1
301738,Aidan Roy,101738,1
301739,Shreya Menon,101739,1
301740,Aarav Bhattacharya,101740,1
301741,Akshay Kumar,101741,1
301742,Pallavi Joshi,101742,1
301743,Kavya Mittal,101743,1
301744,Akshay Mittal,101744,1
301745,Harsh Chowdhury,101745,1
301746,Aadhya Varma,101746,1
301747,Vinay Pillai,101747,1
301748,Kritika Khan,101748,1
301749,Krishna Reddy,101749,1
301750,Yash Reddy,101750,1
301751,Simran Dutta,101751,1
301752,Rahul Sastry,101752,1
301753,Preeti Sen,101753,1
301754,Manish Ali,101754,1
301755,Rekha Malhotra,101755,1
301756,Radha Ghosh,101756,1
301757,Shweta Joshi,101757,1
301758,Ankur Hussain,101758,1
301759,Manisha Dutta,101759,1
301760,Radha Pillai,101760,1
301761,Yash Goel,101761,1
301762,Nikhil Yadav,101762,1
301763,Sakshi Hussain,101763,1
301764,Aidan Mishra,101764,1
301765,Yash Mishra,101765,1
301766,Vinay Jain,101766,1
301767,Anuj Iyer,101767,1
301768,Rohan Shah,101768,1
301769,Tushar Patel,101769,1
301770,Karan Sen,101770,1
301771,Dinesh Mehta,101771,1
301772,Sneha Shah,101772,1
301773,Preeti Reddy,101773,1
301774,Sunita Sastry,101774,1
301775,Kritika Bhattacharya,101775,1
301776,Ritu Menon,101776,1
301777,Gaurav Rao,101777,1
301778,Deepika Chowdhury,101778,1
301779,Atul Agarwal,101779,1
301780,Sidharth Bansal,101780,1
301781,Anuj Tiwari,101781,1
301782,Girish Iyer,101782,1
301783,Kiara Dutta,101783,1
301784,Devesh Sharma,101784,1
301785,Advik Joshi,101785,1
301786,Dhruv Malhotra,101786,1
301787,Aman Goel,101787,1
301788,Asha Pillai,101788,1
301789,Kavita Iyer,101789,1
301790,Anuj Sinha,101790,1
301791,Prachi Nair,101791,1
301792,Kiara Tiwari,101792,1
301793,Vidya Chandra,101793,1
301794,Aishwarya Prasad,101794,1
301795,Ankur Roy,101795,1
301796,Sidharth Pandey,101796,1
301797,Aanya Goel,101797,1
301798,Rani Hussain,101798,1
301799,Rohit Chowdhury,101799,1
301800,Manisha Roy,101800,1
301801,Raj Gupta,101801,1
301802,Seema Verma,101802,1
301803,Madhuri Dutta,101803,1
301804,Amit Aggarwal,101804,1
301805,Sanjay Nair,101805,1
301806,Lakshmi Sinha,101806,1
301807,Aditi Pandey,101807,1
301808,Tanvi Ansari,101808,1
301809,Kiara Prasad,101809,1
301810,Archana Agarwal,101810,1
301811,Vishal Naidu,101811,1
301812,Suresh Das,101812,1
301813,Suresh Malhotra,101813,1
301814,Meera Chowdhury,101814,1
301815,Swati Varma,101815,1
301816,Karan Chandra,101816,1
301817,Anuj Chakraborty,101817,1
301818,Garima Das,101818,1
301819,Divya Gupta,101819,1
301820,Varsha Mishra,101820,1
301821,Asha Naidu,101821,1
301822,Aman Arora,101822,1
301823,Sneha Aggarwal,101823,1
301824,Raj Ansari,101824,1
301825,Hemant Nair,101825,1
301826,Kunal Malhotra,101826,1
301827,Nikhil Naidu,101827,1
301828,Kritika Khan,101828,1
301829,Nisha Shah,101829,1
301830,Ashish Jain,101830,1
301831,Dinesh Sinha,101831,1
301832,Sagar Roy,101832,1
301833,Nisha Pillai,101833,1
301834,Atul Chakraborty,101834,1
301835,Aishwarya Dutta,101835,1
301836,Rohan Mukherjee,101836,1
301837,Kartik Pillai,101837,1
301838,Anjali Kumar,101838,1
301839,Karan Sastry,101839,1
301840,Simran Iyer,101840,1
301841,Arjun Shah,101841,1
301842,Ashish Verma,101842,1
301843,Akshay Arora,101843,1
301844,Kavita Dutta,101844,1
301845,Tanvi Goel,101845,1
301846,Anjali Sastry,101846,1
301847,Vishal Menon,101847,1
301848,Vikash Gupta,101848,1
301849,Devesh Bansal,101849,1
301850,Bhavana Ali,101850,1
301851,Aadhya Reddy,101851,1
301852,Suresh Agarwal,101852,1
301853,Tushar Sastry,101853,1
301854,Urmila Chakraborty,101854,1
301855,Kunal Jain,101855,1
301856,Lakshmi Mukherjee,101856,1
301857,Devesh Sastry,101857,1
301858,Simran Mukherjee,101858,1
301859,Anand Malhotra,101859,1
301860,Tanvi Rao,101860,1
301861,Aryan Sastry,101861,1
301862,Suresh Bansal,101862,1
301863,Shreyas Bose,101863,1
301864,Vinay Chopra,101864,1
301865,Aditya Hussain,101865,1
301866,Aishwarya Reddy,101866,1
301867,Karan Menon,101867,1
301868,Girish Pillai,101868,1
301869,Manish Ansari,101869,1
301870,Aanya Arora,101870,1
301871,Rashmi Das,101871,1
301872,Dinesh Jain,101872,1
301873,Vidya Bose,101873,1
301874,Aparna Hussain,101874,1
301875,Harsh Sinha,101875,1
301876,Sneha Ansari,101876,1
301877,Rohit Sinha,101877,1
301878,Rohan Kumar,101878,1
301879,Atul Ansari,101879,1
301880,Hemant Varma,101880,1
301881,Rahul Mittal,101881,1
301882,Meera Ghosh,101882,1
301883,Nikita Dutta,101883,1
301884,Nikita Mukherjee,101884,1
301885,Rani Hussain,101885,1
301886,Shreyas Mishra,101886,1
301887,Anuj Roy,101887,1
301888,Swati Chakraborty,101888,1
301889,Karan Rao,101889,1
301890,Meera Joshi,101890,1
301891,Manish Pandey,101891,1
301892,Vinay Arora,101892,1
301893,Nikita Arora,101893,1
301894,Sunita Naidu,101894,1
301895,Meera Goel,101895,1
301896,Kavita Sastry,101896,1
301897,Hemant Prasad,101897,1
301898,Hemant Chowdhury,101898,1
301899,Kavya Naidu,101899,1
301900,Pallavi Dutta,101900,1
301901,Kiara Ghosh,101901,1
301902,Ankit Ahmed,101902,1
301903,Aishwarya Aggarwal,101903,1
301904,Yash Rao,101904,1
301905,Garima Varma,101905,1
301906,Radha Aggarwal,101906,1
301907,Simran Khan,101907,1
301908,Uma Ghosh,101908,1
301909,Deepika Goel,101909,1
301910,Karan Shah,101910,1
301911,Tanvi Iyer,101911,1
301912,Aman Arora,101912,1
301913,Sneha Ghosh,101913,1
301914,Sonal Bhattacharya,101914,1
301915,Kavya Mittal,101915,1
301916,Rohit Rao,101916,1
301917,Varsha Patel,101917,1
301918,Riya Nair,101918,1
301919,Asha Jain,101919,1
301920,Ankit Reddy,101920,1
301921,Aidan Kumar,101921,1
301922,Archana Sen,101922,1
301923,Bhavana Patel,101923,1
301924,Kiara Gupta,101924,1
301925,Aarav Shah,101925,1
301926,Vidya Ahmed,101926,1
301927,Neha Pillai,101927,1
301928,Gaurav Mehta,101928,1
301929,Tanvi Yadav,101929,1
301930,Aryan Sharma,101930,1
301931,Seema Mehta,101931,1
301932,Raj Kapoor,101932,1
301933,Ashish Verma,101933,1
301934,Sneha Shah,101934,1
301935,Harsh Menon,101935,1
301936,Harsh Ghosh,101936,1
301937,Avinash Mehta,101937,1
301938,Archana Agarwal,101938,1
301939,Akshay Tiwari,101939,1
301940,Urmila Sinha,101940,1
301941,Sakshi Kapoor,101941,1
301942,Anand Verma,101942,1
301943,Pallavi Das,101943,1
301944,Deepika Ali,101944,1
301945,Vidya Hussain,101945,1
301946,Aanya Dutta,101946,1
301947,Kiara Naidu,101947,1
301948,Riya Chakraborty,101948,1
301949,Pooja Sharma,101949,1
301950,Sonal Prasad,101950,1
301951,Sakshi Sinha,101951,1
301952,Rahul Bansal,101952,1
301953,Yash Chowdhury,101953,1
301954,Divya Iyer,101954,1
301955,Dhruv Pandey,101955,1
301956,Rashmi Mittal,101956,1
301957,Atul Joshi,101957,1
301958,Raj Sinha,101958,1
301959,Aanya Naidu,101959,1
301960,Ajay Chowdhury,101960,1
301961,Sagar Khan,101961,1
301962,Raj Bhattacharya,101962,1
301963,Radha Nair,101963,1
301964,Sidharth Pillai,101964,1
301965,Riya Verma,101965,1
301966,Madhuri Yadav,101966,1
301967,Kartik Reddy,101967,1
301968,Simran Chopra,101968,1
301969,Gaurav Chandra,101969,1
301970,Aidan Nair,101970,1
301971,Ananya Hussain,101971,1
301972,Amit Khan,101972,1
301973,Amit Prasad,101973,1
301974,Karan Verma,101974,1
301975,Sakshi Bansal,101975,1
301976,Deepika Pillai,101976,1
301977,Garima Mehta,101977,1
301978,Nikita Chopra,101978,1
301979,Gaurav Verma,101979,1
301980,Vinay Varma,101980,1
301981,Krishna Sen,101981,1
301982,Riya Chopra,101982,1
301983,Advik Arora,101983,1
301984,Aman Ansari,101984,1
301985,Kartik Malhotra,101985,1
301986,Hemant Ghosh,101986,1
301987,Preeti Malhotra,101987,1
301988,Varun Malhotra,101988,1
301989,Aarav Pandey,101989,1
301990,Hemant Mittal,101990,1
301991,Suresh Bose,101991,1
301992,Rajesh Jain,101992,1
301993,Akash Mukherjee,101993,1
301994,Arjun Aggarwal,101994,1
301995,Uma Mittal,101995,1
301996,Lakshmi Ghosh,101996,1
301997,Atul Shah,101997,1
301998,Ashish Rao,101998,1
301999,Aman Nair,101999,1
302000,Aarav Joshi,102000,1
