activity_id,student_id,activity_name,participation_level,start_date,performance_rating,achievements,attendance_percentage,instructor
ACT_INST_002_001232,STU_INST_002_1022,Cricket,Intermediate,2025-01-31,Good,District Level Participant,91,Deepak Chowdhury
ACT_INST_002_001233,STU_INST_002_1024,Yoga,Advanced,2025-04-23,Average,School Level Winner,95,Deepak Vyas
ACT_INST_002_001234,STU_INST_002_1024,Football,Intermediate,2024-11-30,Excellent,School Level Winner,97,Anil Verma
ACT_INST_002_001235,STU_INST_002_1024,Drama,Advanced,2025-01-26,Very Good,,86,Arya Venkatesh
ACT_INST_002_001236,STU_INST_002_1025,Cultural Committee,Beginner,2025-04-08,Needs Improvement,,73,Rohan Goyal
ACT_INST_002_001237,STU_INST_002_1025,Karate,Advanced,2025-06-12,Very Good,,74,Ayaan Ganguly
ACT_INST_002_001238,STU_INST_002_1026,Drama,Advanced,2024-12-07,Needs Improvement,,89,Tanvi Dutta
ACT_INST_002_001239,STU_INST_002_1026,Football,Advanced,2025-02-05,Good,School Level Winner,82,Swati Pandey
ACT_INST_002_001240,STU_INST_002_1026,Badminton,Beginner,2024-09-21,Average,,71,Anil Pandey
ACT_INST_002_001241,STU_INST_002_1027,Environmental Club,Advanced,2025-06-13,Average,School Level Winner,82,Saanvi Panchal
ACT_INST_002_001242,STU_INST_002_1027,Debate,Intermediate,2025-07-25,Average,District Level Participant,90,Rahul Mehta
ACT_INST_002_001243,STU_INST_002_1027,Quiz,Beginner,2025-04-26,Average,District Level Participant,79,Arjun Banerjee
ACT_INST_002_001244,STU_INST_002_1029,Art & Craft,Advanced,2025-07-12,Average,,84,Vinod Singhal
ACT_INST_002_001245,STU_INST_002_1029,Yoga,Intermediate,2025-05-08,Excellent,,77,Raj Subramanian
ACT_INST_002_001246,STU_INST_002_1030,Art & Craft,Beginner,2024-11-04,Very Good,,98,Isha Bansal
ACT_INST_002_001247,STU_INST_002_1030,Drama,Intermediate,2025-01-05,Needs Improvement,,82,Sanjay Bansal
ACT_INST_002_001248,STU_INST_002_1032,Quiz,Beginner,2025-05-19,Needs Improvement,,81,Diya Mehta
ACT_INST_002_001249,STU_INST_002_1032,Drama,Intermediate,2025-06-15,Average,,95,Arjit Pillai
ACT_INST_002_001250,STU_INST_002_1032,Quiz,Beginner,2025-01-19,Very Good,,92,Raj Dutta
ACT_INST_002_001251,STU_INST_002_1034,Yoga,Intermediate,2025-07-31,Needs Improvement,,76,Neha Gowda
ACT_INST_002_001252,STU_INST_002_1034,Dance,Intermediate,2025-06-19,Good,,80,Om Bhardwaj
ACT_INST_002_001253,STU_INST_002_1034,Environmental Club,Intermediate,2025-06-17,Very Good,,83,Arjun Kamath
ACT_INST_002_001254,STU_INST_002_1040,Badminton,Intermediate,2024-11-03,Good,State Level Qualifier,98,Deepak Trivedi
ACT_INST_002_001255,STU_INST_002_1040,Cricket,Advanced,2024-11-03,Very Good,Certificate of Participation,99,Harsh Patil
ACT_INST_002_001256,STU_INST_002_1040,Science Club,Intermediate,2024-10-21,Needs Improvement,,81,Shriya Jadhav
ACT_INST_002_001257,STU_INST_002_1041,Dance,Beginner,2025-02-22,Average,,72,Aadhya Mukherjee
ACT_INST_002_001258,STU_INST_002_1042,Table Tennis,Intermediate,2025-02-21,Excellent,,86,Veer Shukla
ACT_INST_002_001259,STU_INST_002_1042,Basketball,Intermediate,2024-11-05,Average,,97,Seema Subramanian
ACT_INST_002_001260,STU_INST_002_1044,Quiz,Beginner,2025-01-10,Excellent,,79,Aarohi Malhotra
ACT_INST_002_001261,STU_INST_002_1044,Badminton,Advanced,2024-12-11,Average,,71,Aditya Patel
ACT_INST_002_001262,STU_INST_002_1044,Cricket,Intermediate,2024-11-22,Good,,78,Harsh Mandal
ACT_INST_002_001263,STU_INST_002_1045,Table Tennis,Advanced,2025-03-04,Average,District Level Participant,98,Anjali Jain
ACT_INST_002_001264,STU_INST_002_1045,Athletics,Beginner,2025-08-17,Very Good,District Level Participant,93,Anika Bhardwaj
ACT_INST_002_001265,STU_INST_002_1045,Cricket,Intermediate,2024-11-14,Good,,91,Sanjay Rao
ACT_INST_002_001266,STU_INST_002_1046,Karate,Advanced,2024-11-21,Very Good,,100,Rekha Goyal
ACT_INST_002_001267,STU_INST_002_1046,Music,Beginner,2024-11-07,Average,,71,Rudra Pandey
ACT_INST_002_001268,STU_INST_002_1047,Art & Craft,Advanced,2024-11-28,Needs Improvement,School Level Winner,97,Akash Bhat
ACT_INST_002_001269,STU_INST_002_1047,Environmental Club,Intermediate,2025-03-12,Very Good,,80,Akash Jindal
ACT_INST_002_001270,STU_INST_002_1047,Quiz,Beginner,2024-11-16,Excellent,School Level Winner,87,Sneha Ghosh
ACT_INST_002_001271,STU_INST_002_1049,Quiz,Intermediate,2025-06-21,Good,,88,Sanjay Kulkarni
ACT_INST_002_001272,STU_INST_002_1049,Basketball,Advanced,2025-06-05,Good,,98,Tanvi Pal
ACT_INST_002_001273,STU_INST_002_1050,Badminton,Intermediate,2024-10-27,Very Good,,85,Shreya Pandey
ACT_INST_002_001274,STU_INST_002_1054,Athletics,Beginner,2025-07-02,Good,,91,Seema Saxena
ACT_INST_002_001275,STU_INST_002_1054,Dance,Intermediate,2024-10-06,Good,,81,Raj Jadhav
ACT_INST_002_001276,STU_INST_002_1054,Drama,Intermediate,2025-06-15,Good,,96,Sapna Chowdhury
ACT_INST_002_001277,STU_INST_002_1057,Basketball,Beginner,2025-08-08,Average,,87,Atharv Bhatia
ACT_INST_002_001278,STU_INST_002_1057,Music,Intermediate,2025-07-13,Needs Improvement,Certificate of Participation,78,Arjun Iyer
ACT_INST_002_001279,STU_INST_002_1058,Debate,Advanced,2025-05-31,Average,,94,Karan Dutta
ACT_INST_002_001280,STU_INST_002_1058,Basketball,Intermediate,2025-05-15,Average,,87,Myra Kale
ACT_INST_002_001281,STU_INST_002_1059,Badminton,Advanced,2025-07-01,Very Good,,82,Arnav Gupta
ACT_INST_002_001282,STU_INST_002_1060,Quiz,Intermediate,2025-05-01,Good,,97,Amit Bhatt
ACT_INST_002_001283,STU_INST_002_1060,Cricket,Beginner,2025-05-15,Very Good,,71,Arya Raman
ACT_INST_002_001284,STU_INST_002_1060,Basketball,Advanced,2025-03-26,Very Good,,78,Raj Kale
ACT_INST_002_001285,STU_INST_002_1061,Drama,Advanced,2025-04-13,Needs Improvement,State Level Qualifier,71,Shreya Saxena
ACT_INST_002_001286,STU_INST_002_1061,Environmental Club,Intermediate,2025-08-09,Good,,95,Nidhi Dubey
ACT_INST_002_001287,STU_INST_002_1061,Debate,Beginner,2025-06-20,Very Good,,85,Riyansh Roy
ACT_INST_002_001288,STU_INST_002_1062,Cricket,Beginner,2024-12-29,Needs Improvement,,98,Arnav Dutta
ACT_INST_002_001289,STU_INST_002_1063,Dance,Intermediate,2025-01-26,Good,Certificate of Participation,82,Divya Subramanian
ACT_INST_002_001290,STU_INST_002_1063,Athletics,Advanced,2024-10-19,Excellent,,74,Vinod Kar
ACT_INST_002_001291,STU_INST_002_1065,Table Tennis,Beginner,2025-05-21,Needs Improvement,,97,Diya Goyal
ACT_INST_002_001292,STU_INST_002_1067,Cricket,Intermediate,2025-07-09,Very Good,,92,Sana Mathur
ACT_INST_002_001293,STU_INST_002_1067,Table Tennis,Advanced,2025-05-01,Average,,83,Ashish Saxena
ACT_INST_002_001294,STU_INST_002_1067,Yoga,Beginner,2025-02-11,Good,,83,Karan Krishnan
ACT_INST_002_001295,STU_INST_002_1069,Basketball,Beginner,2025-05-18,Average,,89,Diya Chakraborty
ACT_INST_002_001296,STU_INST_002_1070,Table Tennis,Advanced,2025-07-17,Good,State Level Qualifier,82,Vivaan Malhotra
ACT_INST_002_001297,STU_INST_002_1070,Cricket,Intermediate,2025-07-12,Needs Improvement,,71,Manoj Saha
ACT_INST_002_001298,STU_INST_002_1070,Table Tennis,Intermediate,2025-04-02,Excellent,,76,Vivaan Vyas
ACT_INST_002_001299,STU_INST_002_1071,Science Club,Advanced,2025-05-21,Very Good,,70,Tanya Bhardwaj
ACT_INST_002_001300,STU_INST_002_1072,Athletics,Advanced,2025-04-06,Needs Improvement,,93,Priya Mandal
ACT_INST_002_001301,STU_INST_002_1072,Karate,Advanced,2025-05-26,Very Good,District Level Participant,74,Priyanka Ganguly
ACT_INST_002_001302,STU_INST_002_1073,Drama,Intermediate,2025-04-29,Good,,82,Rudra Malhotra
ACT_INST_002_001303,STU_INST_002_1073,Basketball,Advanced,2024-11-27,Good,School Level Winner,84,Rashmi Mittal
ACT_INST_002_001304,STU_INST_002_1073,Cricket,Intermediate,2024-10-04,Needs Improvement,State Level Qualifier,78,Nidhi Shah
ACT_INST_002_001305,STU_INST_002_1075,Table Tennis,Advanced,2025-01-15,Average,,91,Rajesh Raman
ACT_INST_002_001306,STU_INST_002_1075,Table Tennis,Intermediate,2025-06-15,Excellent,,74,Kriti Kale
ACT_INST_002_001307,STU_INST_002_1076,Quiz,Beginner,2024-10-26,Very Good,School Level Winner,93,Shivansh Sethi
ACT_INST_002_001308,STU_INST_002_1077,Football,Intermediate,2025-05-28,Excellent,Certificate of Participation,84,Advik Patel
ACT_INST_002_001309,STU_INST_002_1077,Debate,Beginner,2025-04-18,Good,,70,Vihaan Malhotra
ACT_INST_002_001310,STU_INST_002_1077,Art & Craft,Advanced,2025-07-14,Needs Improvement,,71,Sapna Patil
ACT_INST_002_001311,STU_INST_002_1080,Basketball,Beginner,2025-08-11,Excellent,,73,Zara Saxena
ACT_INST_002_001312,STU_INST_002_1080,Art & Craft,Beginner,2024-11-04,Good,,99,Pihu Chowdhury
ACT_INST_002_001313,STU_INST_002_1080,Yoga,Beginner,2025-03-07,Very Good,,94,Laksh Bose
ACT_INST_002_001314,STU_INST_002_1081,Karate,Intermediate,2025-05-17,Needs Improvement,,70,Sanjay Pawar
ACT_INST_002_001315,STU_INST_002_1081,Cricket,Beginner,2025-05-17,Very Good,,98,Ashish Desai
ACT_INST_002_001316,STU_INST_002_1082,Music,Intermediate,2024-10-09,Very Good,,82,Kavya Tiwari
ACT_INST_002_001317,STU_INST_002_1082,Cricket,Advanced,2024-10-27,Excellent,,83,Sneha Pawar
ACT_INST_002_001318,STU_INST_002_1082,Karate,Intermediate,2025-04-04,Excellent,,84,Krishna Kumar
ACT_INST_002_001319,STU_INST_002_1083,Cricket,Beginner,2024-12-08,Excellent,,94,Anika Aggarwal
ACT_INST_002_001320,STU_INST_002_1083,Table Tennis,Beginner,2024-10-01,Very Good,,95,Vikram Jadhav
ACT_INST_002_001321,STU_INST_002_1084,Environmental Club,Intermediate,2025-06-21,Average,,93,Isha Subramanian
ACT_INST_002_001322,STU_INST_002_1090,Badminton,Intermediate,2025-05-20,Average,,82,Aarohi Chaturvedi
ACT_INST_002_001323,STU_INST_002_1090,Cricket,Intermediate,2024-10-17,Needs Improvement,,80,Anika Biswas
ACT_INST_002_001324,STU_INST_002_1091,Dance,Beginner,2025-07-12,Very Good,,95,Aadhya Mittal
ACT_INST_002_001325,STU_INST_002_1092,Cricket,Intermediate,2024-12-04,Excellent,,84,Atharv Arora
ACT_INST_002_001326,STU_INST_002_1094,Athletics,Intermediate,2024-10-17,Needs Improvement,,86,Aryan Menon
ACT_INST_002_001327,STU_INST_002_1094,Debate,Beginner,2025-06-06,Needs Improvement,,96,Maya Banerjee
ACT_INST_002_001328,STU_INST_002_1094,Literary Society,Advanced,2025-06-22,Very Good,,89,Kiara Suthar
ACT_INST_002_001329,STU_INST_002_1095,Cricket,Advanced,2025-07-31,Excellent,Certificate of Participation,70,Ayaan Srivastava
ACT_INST_002_001330,STU_INST_002_1095,Drama,Intermediate,2024-12-07,Needs Improvement,,76,Sanjay Rao
ACT_INST_002_001331,STU_INST_002_1095,Basketball,Advanced,2025-08-14,Average,,74,Anjali Pillai
ACT_INST_002_001332,STU_INST_002_1096,Environmental Club,Intermediate,2025-01-04,Very Good,,95,Vikram Khanna
ACT_INST_002_001333,STU_INST_002_1096,Cricket,Beginner,2025-01-10,Average,,80,Priya Singhal
ACT_INST_002_001334,STU_INST_002_1096,Yoga,Beginner,2025-07-21,Good,,91,Kabir Arora
ACT_INST_002_001335,STU_INST_002_1098,Table Tennis,Intermediate,2025-01-05,Average,State Level Qualifier,99,Tanya Saha
ACT_INST_002_001336,STU_INST_002_1098,Badminton,Beginner,2025-06-11,Needs Improvement,,73,Deepika Singh
ACT_INST_002_001337,STU_INST_002_1100,Environmental Club,Advanced,2024-11-26,Excellent,,78,Veer Malhotra
ACT_INST_002_001338,STU_INST_002_1100,Drama,Beginner,2025-03-29,Excellent,,96,Vihaan Kapoor
ACT_INST_002_001339,STU_INST_002_1100,Athletics,Beginner,2025-07-29,Very Good,,70,Arya Mehta
ACT_INST_002_001340,STU_INST_002_1101,Science Club,Intermediate,2025-01-10,Very Good,,85,Deepika Chowdhury
ACT_INST_002_001341,STU_INST_002_1102,Literary Society,Intermediate,2025-04-07,Very Good,District Level Participant,86,Neha Bhardwaj
ACT_INST_002_001342,STU_INST_002_1104,Science Club,Beginner,2025-07-24,Needs Improvement,,78,Varun More
ACT_INST_002_001343,STU_INST_002_1104,Basketball,Beginner,2025-05-17,Excellent,,95,Riya Malhotra
ACT_INST_002_001344,STU_INST_002_1106,Karate,Intermediate,2024-10-19,Good,,96,Shreya Mathur
ACT_INST_002_001345,STU_INST_002_1108,Cricket,Beginner,2025-02-09,Very Good,Certificate of Participation,75,Myra Gowda
ACT_INST_002_001346,STU_INST_002_1109,Cricket,Beginner,2024-12-11,Average,,90,Rekha Gupta
ACT_INST_002_001347,STU_INST_002_1110,Cultural Committee,Intermediate,2024-10-24,Excellent,School Level Winner,80,Nidhi Bhatia
ACT_INST_002_001348,STU_INST_002_1110,Art & Craft,Intermediate,2025-06-27,Good,,72,Meera Das
ACT_INST_002_001349,STU_INST_002_1110,Badminton,Beginner,2025-04-15,Average,,80,Yash Biswas
ACT_INST_002_001350,STU_INST_002_1111,Football,Intermediate,2025-02-05,Very Good,,99,Pooja Kale
ACT_INST_002_001351,STU_INST_002_1111,Drama,Advanced,2025-06-24,Good,District Level Participant,93,Rajesh Chakraborty
ACT_INST_002_001352,STU_INST_002_1113,Dance,Advanced,2025-05-09,Good,,91,Aadhya Pawar
ACT_INST_002_001353,STU_INST_002_1113,Quiz,Intermediate,2024-11-19,Average,,72,Priyanka Bhardwaj
ACT_INST_002_001354,STU_INST_002_1114,Art & Craft,Advanced,2025-05-27,Excellent,,81,Advik Malhotra
ACT_INST_002_001355,STU_INST_002_1115,Cultural Committee,Intermediate,2024-11-14,Very Good,Certificate of Participation,81,Meera Agarwal
ACT_INST_002_001356,STU_INST_002_1115,Environmental Club,Advanced,2024-12-25,Average,,89,Ira More
ACT_INST_002_001357,STU_INST_002_1115,Table Tennis,Intermediate,2025-08-12,Good,,81,Arjun Bhatt
ACT_INST_002_001358,STU_INST_002_1117,Cricket,Intermediate,2025-04-22,Needs Improvement,,75,Rajesh Roy
ACT_INST_002_001359,STU_INST_002_1117,Dance,Beginner,2025-01-13,Excellent,,79,Anika Sharma
ACT_INST_002_001360,STU_INST_002_1118,Yoga,Beginner,2025-06-06,Average,,100,Rahul Desai
ACT_INST_002_001361,STU_INST_002_1118,Quiz,Beginner,2024-10-05,Good,,93,Myra Panchal
ACT_INST_002_001362,STU_INST_002_1118,Science Club,Advanced,2025-07-30,Needs Improvement,,82,Sanjay Jain
ACT_INST_002_001363,STU_INST_002_1120,Debate,Beginner,2025-03-08,Good,Certificate of Participation,74,Meera Pillai
ACT_INST_002_001364,STU_INST_002_1120,Basketball,Advanced,2025-07-01,Good,District Level Participant,78,Priya Panchal
ACT_INST_002_001365,STU_INST_002_1121,Basketball,Beginner,2025-08-05,Very Good,,75,Vikram Goel
ACT_INST_002_001366,STU_INST_002_1121,Athletics,Intermediate,2025-05-12,Average,,71,Ishika Panchal
ACT_INST_002_001367,STU_INST_002_1121,Karate,Beginner,2025-03-24,Average,State Level Qualifier,81,Rahul Sarkar
ACT_INST_002_001368,STU_INST_002_1122,Football,Beginner,2025-08-06,Excellent,,99,Om Iyer
ACT_INST_002_001369,STU_INST_002_1122,Karate,Intermediate,2024-10-19,Needs Improvement,,76,Shweta Bhat
ACT_INST_002_001370,STU_INST_002_1123,Cricket,Beginner,2024-11-17,Needs Improvement,,76,Vihaan Shah
ACT_INST_002_001371,STU_INST_002_1123,Drama,Intermediate,2025-05-21,Very Good,,78,Krishna Bhatia
ACT_INST_002_001372,STU_INST_002_1124,Music,Beginner,2025-04-28,Needs Improvement,School Level Winner,75,Pihu Sethi
ACT_INST_002_001373,STU_INST_002_1124,Quiz,Beginner,2025-07-05,Good,District Level Participant,95,Anil Shetty
ACT_INST_002_001374,STU_INST_002_1126,Debate,Advanced,2025-02-11,Excellent,Certificate of Participation,84,Seema Srivastava
ACT_INST_002_001375,STU_INST_002_1126,Quiz,Advanced,2024-09-19,Excellent,,92,Shweta Dutta
ACT_INST_002_001376,STU_INST_002_1126,Dance,Beginner,2025-07-11,Average,,78,Shriya Chowdhury
ACT_INST_002_001377,STU_INST_002_1128,Literary Society,Beginner,2025-01-24,Excellent,,91,Ayaan Pal
ACT_INST_002_001378,STU_INST_002_1130,Drama,Advanced,2025-04-07,Good,School Level Winner,84,Yogesh Sen
ACT_INST_002_001379,STU_INST_002_1131,Cultural Committee,Beginner,2025-07-21,Good,,70,Reyansh Aggarwal
ACT_INST_002_001380,STU_INST_002_1131,Athletics,Intermediate,2025-03-10,Good,School Level Winner,100,Shriya Ghosh
ACT_INST_002_001381,STU_INST_002_1131,Basketball,Intermediate,2024-11-24,Needs Improvement,,98,Amit Kumar
ACT_INST_002_001382,STU_INST_002_1133,Quiz,Intermediate,2025-06-02,Very Good,,86,Saanvi Pandey
ACT_INST_002_001383,STU_INST_002_1136,Cricket,Intermediate,2025-07-19,Average,,97,Rudra Menon
ACT_INST_002_001384,STU_INST_002_1137,Badminton,Advanced,2025-02-26,Very Good,,72,Navya Bhattacharya
ACT_INST_002_001385,STU_INST_002_1138,Science Club,Advanced,2025-04-08,Average,,72,Navya Biswas
ACT_INST_002_001386,STU_INST_002_1141,Quiz,Beginner,2024-11-29,Good,,76,Anjali Mathur
ACT_INST_002_001387,STU_INST_002_1142,Basketball,Beginner,2025-03-29,Needs Improvement,,96,Isha Subramanian
ACT_INST_002_001388,STU_INST_002_1142,Art & Craft,Intermediate,2025-03-26,Very Good,,74,Swati Gowda
ACT_INST_002_001389,STU_INST_002_1142,Literary Society,Advanced,2025-05-05,Excellent,School Level Winner,89,Kavita Kumar
ACT_INST_002_001390,STU_INST_002_1145,Music,Advanced,2025-01-13,Average,,89,Vivaan Agarwal
ACT_INST_002_001391,STU_INST_002_1145,Art & Craft,Intermediate,2025-01-06,Needs Improvement,,78,Tanya Hegde
ACT_INST_002_001392,STU_INST_002_1145,Yoga,Intermediate,2025-06-03,Very Good,,86,Kavya More
ACT_INST_002_001393,STU_INST_002_1146,Cricket,Advanced,2025-01-22,Very Good,School Level Winner,85,Krishna Trivedi
ACT_INST_002_001394,STU_INST_002_1146,Dance,Intermediate,2024-10-29,Average,,73,Arnav Sen
ACT_INST_002_001395,STU_INST_002_1147,Music,Intermediate,2024-11-07,Excellent,,74,Sai Trivedi
ACT_INST_002_001396,STU_INST_002_1150,Yoga,Advanced,2024-12-31,Very Good,,97,Ravi Goel
ACT_INST_002_001397,STU_INST_002_1150,Literary Society,Beginner,2025-01-22,Good,,92,Rahul Shah
ACT_INST_002_001398,STU_INST_002_1150,Dance,Intermediate,2025-03-12,Very Good,,90,Shaurya Rao
ACT_INST_002_001399,STU_INST_002_1154,Dance,Beginner,2025-02-17,Excellent,,79,Zara Jadhav
ACT_INST_002_001400,STU_INST_002_1154,Football,Advanced,2025-02-17,Average,,96,Rahul Mondal
ACT_INST_002_001401,STU_INST_002_1155,Table Tennis,Beginner,2025-05-18,Good,Certificate of Participation,96,Kiara Agarwal
ACT_INST_002_001402,STU_INST_002_1156,Literary Society,Beginner,2024-11-25,Needs Improvement,State Level Qualifier,100,Rajesh Suthar
ACT_INST_002_001403,STU_INST_002_1156,Table Tennis,Advanced,2024-10-16,Excellent,,94,Vivaan Jindal
ACT_INST_002_001404,STU_INST_002_1157,Table Tennis,Beginner,2025-06-12,Good,,89,Sara Sethi
ACT_INST_002_001405,STU_INST_002_1157,Environmental Club,Advanced,2024-11-04,Average,School Level Winner,78,Riya Venkatesh
ACT_INST_002_001406,STU_INST_002_1158,Drama,Beginner,2025-04-20,Good,,96,Abhishek Chaturvedi
ACT_INST_002_001407,STU_INST_002_1158,Cultural Committee,Intermediate,2025-06-27,Average,,100,Nidhi Kumar
ACT_INST_002_001408,STU_INST_002_1158,Football,Beginner,2025-02-19,Very Good,School Level Winner,79,Arnav Kale
ACT_INST_002_001409,STU_INST_002_1159,Cricket,Beginner,2025-06-24,Very Good,,73,Kriti Goel
ACT_INST_002_001410,STU_INST_002_1159,Debate,Beginner,2025-03-12,Excellent,State Level Qualifier,98,Nitin Iyer
ACT_INST_002_001411,STU_INST_002_1160,Table Tennis,Advanced,2025-08-06,Needs Improvement,,92,Nidhi Joshi
ACT_INST_002_001412,STU_INST_002_1161,Drama,Advanced,2025-08-10,Good,,72,Rashmi Khanna
ACT_INST_002_001413,STU_INST_002_1162,Music,Advanced,2024-09-17,Excellent,,75,Riya Roy
ACT_INST_002_001414,STU_INST_002_1162,Cricket,Beginner,2024-11-10,Average,,84,Krishna Das
ACT_INST_002_001415,STU_INST_002_1162,Drama,Beginner,2025-05-07,Good,Certificate of Participation,79,Harsh Rao
ACT_INST_002_001416,STU_INST_002_1163,Badminton,Advanced,2025-01-21,Average,,87,Aarohi Sarkar
ACT_INST_002_001417,STU_INST_002_1163,Quiz,Intermediate,2025-01-03,Average,,85,Neha Mukherjee
ACT_INST_002_001418,STU_INST_002_1163,Art & Craft,Advanced,2025-06-07,Excellent,,74,Ayaan Bansal
ACT_INST_002_001419,STU_INST_002_1166,Badminton,Advanced,2025-03-14,Needs Improvement,,72,Shreya Goel
ACT_INST_002_001420,STU_INST_002_1168,Music,Advanced,2025-07-25,Excellent,,95,Aditi Khanna
ACT_INST_002_001421,STU_INST_002_1168,Art & Craft,Advanced,2024-12-03,Good,,79,Yogesh Srivastava
ACT_INST_002_001422,STU_INST_002_1168,Environmental Club,Advanced,2025-05-04,Average,,94,Arnav Nair
ACT_INST_002_001423,STU_INST_002_1171,Athletics,Advanced,2024-10-19,Excellent,,98,Om Roy
ACT_INST_002_001424,STU_INST_002_1173,Cultural Committee,Beginner,2024-10-01,Excellent,,81,Neha Goyal
ACT_INST_002_001425,STU_INST_002_1173,Quiz,Advanced,2025-06-13,Excellent,,93,Suresh Verma
ACT_INST_002_001426,STU_INST_002_1177,Quiz,Intermediate,2024-12-20,Excellent,,81,Aadhya Hegde
ACT_INST_002_001427,STU_INST_002_1177,Environmental Club,Advanced,2024-11-04,Excellent,,90,Saanvi Bhardwaj
ACT_INST_002_001428,STU_INST_002_1177,Debate,Advanced,2025-01-27,Good,,83,Ira Mandal
ACT_INST_002_001429,STU_INST_002_1178,Karate,Advanced,2025-06-19,Excellent,Certificate of Participation,88,Anil Joshi
ACT_INST_002_001430,STU_INST_002_1178,Debate,Intermediate,2025-04-14,Average,,96,Suresh Iyer
ACT_INST_002_001431,STU_INST_002_1179,Cricket,Intermediate,2024-09-26,Average,,87,Kiara Singh
ACT_INST_002_001432,STU_INST_002_1179,Cricket,Advanced,2025-05-05,Very Good,,97,Yogesh Joshi
ACT_INST_002_001433,STU_INST_002_1181,Football,Advanced,2025-08-12,Good,,91,Ishaan Bhatia
ACT_INST_002_001434,STU_INST_002_1181,Karate,Beginner,2025-02-14,Excellent,,86,Shivansh Mishra
ACT_INST_002_001435,STU_INST_002_1181,Environmental Club,Advanced,2025-01-21,Needs Improvement,,86,Anika Modi
ACT_INST_002_001436,STU_INST_002_1182,Cricket,Advanced,2025-01-12,Excellent,State Level Qualifier,98,Aryan Saha
ACT_INST_002_001437,STU_INST_002_1182,Cultural Committee,Beginner,2025-05-19,Excellent,,91,Rahul Raman
ACT_INST_002_001438,STU_INST_002_1182,Drama,Intermediate,2025-07-14,Excellent,,92,Advait Kamath
ACT_INST_002_001439,STU_INST_002_1183,Football,Beginner,2024-11-01,Needs Improvement,,88,Aditi Bhardwaj
ACT_INST_002_001440,STU_INST_002_1183,Environmental Club,Beginner,2025-04-14,Very Good,Certificate of Participation,79,Zara Menon
ACT_INST_002_001441,STU_INST_002_1184,Table Tennis,Beginner,2024-11-23,Good,,71,Divya Panchal
ACT_INST_002_001442,STU_INST_002_1184,Basketball,Beginner,2025-06-12,Average,,83,Priyanka Bhatia
ACT_INST_002_001443,STU_INST_002_1184,Art & Craft,Intermediate,2024-11-16,Good,,95,Anjali Raman
ACT_INST_002_001444,STU_INST_002_1186,Music,Advanced,2025-07-23,Excellent,Certificate of Participation,98,Rudra Roy
ACT_INST_002_001445,STU_INST_002_1187,Basketball,Intermediate,2025-06-29,Good,,98,Harsh Malhotra
ACT_INST_002_001446,STU_INST_002_1189,Environmental Club,Intermediate,2025-05-22,Needs Improvement,District Level Participant,86,Nitin Pillai
ACT_INST_002_001447,STU_INST_002_1190,Quiz,Intermediate,2025-06-15,Very Good,,90,Nidhi Bhardwaj
ACT_INST_002_001448,STU_INST_002_1190,Yoga,Intermediate,2025-08-10,Excellent,,93,Shivansh Saha
ACT_INST_002_001449,STU_INST_002_1192,Science Club,Advanced,2025-07-10,Good,,76,Avni Bhatt
ACT_INST_002_001450,STU_INST_002_1192,Football,Beginner,2024-12-26,Good,,92,Sapna Kale
ACT_INST_002_001451,STU_INST_002_1192,Debate,Beginner,2025-04-07,Very Good,District Level Participant,88,Shreya Kale
ACT_INST_002_001452,STU_INST_002_1196,Athletics,Beginner,2025-03-29,Excellent,,77,Meera Mondal
ACT_INST_002_001453,STU_INST_002_1198,Cultural Committee,Beginner,2024-09-26,Very Good,,74,Akash Shah
ACT_INST_002_001454,STU_INST_002_1205,Cultural Committee,Advanced,2024-10-25,Excellent,,76,Aryan Venkatesh
ACT_INST_002_001455,STU_INST_002_1205,Dance,Beginner,2025-02-06,Average,,85,Divya Goel
ACT_INST_002_001456,STU_INST_002_1208,Cricket,Advanced,2025-03-02,Good,,74,Manoj Joshi
ACT_INST_002_001457,STU_INST_002_1209,Quiz,Advanced,2024-10-05,Good,,95,Ayaan Suthar
ACT_INST_002_001458,STU_INST_002_1210,Yoga,Intermediate,2024-10-19,Very Good,School Level Winner,81,Sana Sharma
ACT_INST_002_001459,STU_INST_002_1210,Music,Intermediate,2024-12-07,Needs Improvement,,72,Abhishek Mehta
ACT_INST_002_001460,STU_INST_002_1213,Literary Society,Intermediate,2024-10-06,Very Good,,95,Karan Arora
ACT_INST_002_001461,STU_INST_002_1216,Science Club,Advanced,2024-12-14,Good,School Level Winner,86,Ankit Joshi
ACT_INST_002_001462,STU_INST_002_1219,Quiz,Advanced,2025-03-28,Needs Improvement,,94,Arnav Bhat
ACT_INST_002_001463,STU_INST_002_1219,Quiz,Advanced,2024-11-18,Needs Improvement,,84,Veer Mittal
ACT_INST_002_001464,STU_INST_002_1221,Table Tennis,Intermediate,2025-07-26,Very Good,,94,Myra Dave
ACT_INST_002_001465,STU_INST_002_1223,Yoga,Intermediate,2024-10-12,Very Good,,75,Sara Shinde
ACT_INST_002_001466,STU_INST_002_1224,Basketball,Intermediate,2024-11-20,Needs Improvement,,85,Swati Gowda
ACT_INST_002_001467,STU_INST_002_1231,Art & Craft,Intermediate,2025-08-12,Excellent,,71,Kavya Saxena
ACT_INST_002_001468,STU_INST_002_1232,Basketball,Beginner,2025-07-12,Average,,78,Riyansh Mehta
