student_id,institute_id,parent_id,mentor_id,name,gender,grade,section,roll_number,date_of_birth,admission_date,academic_year,attendance_percentage,current_gpa,behavioral_incidents,risk_level,last_assessment_score,fees_paid,transport_mode,medium_of_instruction,special_needs
STU_INST_002_0873,INST_002,PAR_INST_002_0873,MEN_INST_002_009,Seema Chopra,Female,11th,E,106799,2009-07-23,2025-07-09,2025-26,89.6,2.79,1,Low,75,Yes,Bicycle,Hindi,None
STU_INST_002_0874,INST_002,PAR_INST_002_0874,MEN_INST_002_010,Zara Raman,Female,9th,E,117982,2008-12-13,2025-01-09,2025-26,77.4,2.57,1,Medium,95,Partial,Auto Rickshaw,Hindi,None
STU_INST_002_0875,INST_002,PAR_INST_002_0875,MEN_INST_002_011,Rekha Dubey,Female,9th,C,129674,2011-06-23,2024-12-24,2025-26,70.5,2.34,3,Medium,62,No,Auto Rickshaw,Hindi,None
STU_INST_002_0876,INST_002,PAR_INST_002_0876,MEN_INST_002_012,Sara Suthar,Female,11th,E,119434,2011-05-19,2023-10-30,2025-26,100.0,1.52,0,Medium,65,Yes,Private Vehicle,English,None
STU_INST_002_0877,INST_002,PAR_INST_002_0877,MEN_INST_002_013,Shriya Mukherjee,Female,10th,B,105351,2008-07-18,2025-02-06,2025-26,74.2,2.48,1,Medium,46,Yes,Auto Rickshaw,English,None
STU_INST_002_0878,INST_002,PAR_INST_002_0878,MEN_INST_002_014,Yash Arora,Male,12th,C,115422,2009-05-23,2024-12-06,2025-26,100.0,2.2,0,Low,85,Partial,Private Vehicle,English,None
STU_INST_002_0879,INST_002,PAR_INST_002_0879,MEN_INST_002_015,Ashish Kapoor,Male,9th,E,9t1887,2008-03-13,2024-10-23,2025-26,100.0,1.56,1,Medium,93,Yes,Walking,Regional Language,None
STU_INST_002_0880,INST_002,PAR_INST_002_0880,MEN_INST_002_016,Raj Verma,Male,12th,A,104168,2010-08-30,2024-04-19,2025-26,81.5,2.13,1,Medium,62,Yes,Private Vehicle,Hindi,None
STU_INST_002_0881,INST_002,PAR_INST_002_0881,MEN_INST_002_017,Suresh Jadhav,Male,10th,B,9t5624,2010-07-27,2025-05-27,2025-26,77.4,2.77,0,Medium,79,Yes,Bicycle,Hindi,None
STU_INST_002_0882,INST_002,PAR_INST_002_0882,MEN_INST_002_018,Deepika More,Female,12th,C,127058,2009-11-10,2023-10-07,2025-26,53.6,2.7,2,Medium,68,No,Auto Rickshaw,English,None
STU_INST_002_0883,INST_002,PAR_INST_002_0883,MEN_INST_002_019,Rudra Kumar,Male,12th,D,102680,2010-02-26,2024-01-11,2025-26,80.8,1.24,0,Medium,36,Yes,School Bus,English,None
STU_INST_002_0884,INST_002,PAR_INST_002_0884,MEN_INST_002_020,Vinod Bose,Male,12th,A,106049,2010-12-24,2025-05-07,2025-26,79.8,2.73,0,Medium,95,No,Walking,Hindi,ADHD
STU_INST_002_0885,INST_002,PAR_INST_002_0885,MEN_INST_002_021,Laksh Das,Male,9th,A,117353,2009-01-11,2024-10-03,2025-26,100.0,3.55,2,Low,38,Partial,Walking,English,None
STU_INST_002_0886,INST_002,PAR_INST_002_0886,MEN_INST_002_022,Arya Chakraborty,Female,9th,B,118437,2008-06-06,2024-08-07,2025-26,100.0,3.36,1,Low,76,No,School Bus,English,None
STU_INST_002_0887,INST_002,PAR_INST_002_0887,MEN_INST_002_023,Ayaan Banerjee,Male,9th,A,101165,2008-12-15,2024-11-08,2025-26,93.9,4.0,2,Low,75,Partial,Walking,English,None
STU_INST_002_0888,INST_002,PAR_INST_002_0888,MEN_INST_002_024,Navya Das,Female,10th,A,127655,2009-08-18,2025-04-26,2025-26,86.6,4.0,2,Low,66,No,Bicycle,Regional Language,None
STU_INST_002_0889,INST_002,PAR_INST_002_0889,MEN_INST_002_001,Deepika Rao,Female,9th,E,128815,2010-05-19,2024-08-28,2025-26,87.8,2.84,1,Low,45,Partial,Private Vehicle,Hindi,None
STU_INST_002_0890,INST_002,PAR_INST_002_0890,MEN_INST_002_002,Rohan Shinde,Male,9th,B,102020,2011-08-10,2024-08-15,2025-26,70.9,3.28,2,Medium,56,Yes,Bicycle,Hindi,None
STU_INST_002_0891,INST_002,PAR_INST_002_0891,MEN_INST_002_003,Abhishek Mondal,Male,10th,B,117232,2008-09-11,2024-02-06,2025-26,79.7,3.42,0,Low,89,Yes,Private Vehicle,Regional Language,None
STU_INST_002_0892,INST_002,PAR_INST_002_0892,MEN_INST_002_004,Harsh Pandey,Male,9th,D,116134,2009-03-08,2023-11-12,2025-26,78.1,2.5,2,Medium,75,Partial,School Bus,English,None
STU_INST_002_0893,INST_002,PAR_INST_002_0893,MEN_INST_002_005,Avni Kale,Female,9th,C,114548,2011-04-04,2024-04-10,2025-26,80.2,3.39,1,Low,53,Partial,Auto Rickshaw,Regional Language,None
STU_INST_002_0894,INST_002,PAR_INST_002_0894,MEN_INST_002_006,Anika Dutta,Female,11th,B,125274,2011-05-24,2025-07-13,2025-26,85.0,2.92,2,Medium,55,Partial,Walking,English,None
STU_INST_002_0895,INST_002,PAR_INST_002_0895,MEN_INST_002_007,Shivansh Agarwal,Male,9th,A,126152,2011-04-25,2024-04-12,2025-26,86.4,2.83,0,Low,43,No,Bicycle,English,None
STU_INST_002_0896,INST_002,PAR_INST_002_0896,MEN_INST_002_008,Kiara Ganguly,Female,11th,E,127662,2009-10-23,2025-02-22,2025-26,81.3,3.67,0,Low,93,No,School Bus,English,None
STU_INST_002_0897,INST_002,PAR_INST_002_0897,MEN_INST_002_009,Meera Joshi,Female,11th,E,107530,2008-11-29,2024-12-19,2025-26,72.4,3.1,1,Low,75,No,Private Vehicle,English,None
STU_INST_002_0898,INST_002,PAR_INST_002_0898,MEN_INST_002_010,Vikram Menon,Male,9th,E,109671,2007-11-21,2025-07-12,2025-26,80.5,2.93,0,Medium,94,Partial,Auto Rickshaw,English,ADHD
STU_INST_002_0899,INST_002,PAR_INST_002_0899,MEN_INST_002_011,Arnav Mathur,Male,9th,E,128667,2007-12-04,2023-11-30,2025-26,97.0,3.33,1,Low,54,No,Walking,Regional Language,None
STU_INST_002_0900,INST_002,PAR_INST_002_0900,MEN_INST_002_012,Yash Chaturvedi,Male,12th,A,105919,2010-01-16,2024-01-28,2025-26,84.2,2.22,0,Medium,81,Yes,Walking,English,None
STU_INST_002_0901,INST_002,PAR_INST_002_0901,MEN_INST_002_013,Karan Ghosh,Male,10th,A,9t1638,2007-11-30,2025-03-09,2025-26,65.3,2.63,1,Medium,70,Yes,Private Vehicle,Hindi,None
STU_INST_002_0902,INST_002,PAR_INST_002_0902,MEN_INST_002_014,Kavita Modi,Female,12th,D,113833,2007-11-18,2025-06-23,2025-26,73.7,2.44,2,Medium,50,No,Private Vehicle,English,None
STU_INST_002_0903,INST_002,PAR_INST_002_0903,MEN_INST_002_015,Ravi Kamath,Male,11th,C,122844,2009-03-29,2024-08-15,2025-26,80.9,2.29,1,Medium,91,No,Auto Rickshaw,Hindi,None
STU_INST_002_0904,INST_002,PAR_INST_002_0904,MEN_INST_002_016,Priyanka Mitra,Female,9th,B,112597,2011-01-23,2024-09-18,2025-26,74.2,3.11,0,Low,86,Partial,Private Vehicle,Hindi,None
STU_INST_002_0905,INST_002,PAR_INST_002_0905,MEN_INST_002_017,Shaurya Rao,Male,12th,C,9t6471,2008-04-23,2023-12-20,2025-26,62.8,2.13,3,High,42,Yes,School Bus,Hindi,None
STU_INST_002_0906,INST_002,PAR_INST_002_0906,MEN_INST_002_018,Tanya Biswas,Female,10th,E,115841,2008-10-16,2025-01-27,2025-26,76.3,2.68,2,Medium,48,Yes,Bicycle,Regional Language,None
STU_INST_002_0907,INST_002,PAR_INST_002_0907,MEN_INST_002_019,Aarohi Raman,Female,11th,D,9t5279,2008-09-25,2025-06-02,2025-26,99.4,3.34,0,Low,88,No,Private Vehicle,Hindi,None
STU_INST_002_0908,INST_002,PAR_INST_002_0908,MEN_INST_002_020,Karan Venkatesh,Male,11th,C,9t9142,2010-08-17,2025-07-13,2025-26,78.9,2.57,0,Medium,41,Yes,Walking,Regional Language,None
STU_INST_002_0909,INST_002,PAR_INST_002_0909,MEN_INST_002_021,Deepika Jadhav,Female,11th,B,117479,2010-05-13,2025-04-05,2025-26,71.6,2.44,1,Medium,95,No,Private Vehicle,Hindi,None
STU_INST_002_0910,INST_002,PAR_INST_002_0910,MEN_INST_002_022,Sanjay Arora,Male,9th,D,111172,2011-01-16,2024-01-24,2025-26,75.2,3.08,1,Low,80,Yes,Bicycle,Hindi,None
STU_INST_002_0911,INST_002,PAR_INST_002_0911,MEN_INST_002_023,Ravi Jindal,Male,10th,B,9t4450,2011-07-11,2025-01-27,2025-26,71.7,2.78,3,Medium,61,Partial,School Bus,Regional Language,None
STU_INST_002_0912,INST_002,PAR_INST_002_0912,MEN_INST_002_024,Rajesh Reddy,Male,11th,E,9t3926,2008-07-25,2024-04-02,2025-26,100.0,3.11,0,Low,67,Partial,Walking,Regional Language,None
STU_INST_002_0913,INST_002,PAR_INST_002_0913,MEN_INST_002_001,Maya Parikh,Female,9th,C,113707,2009-07-19,2025-06-26,2025-26,100.0,2.97,4,Medium,89,No,Walking,English,None
STU_INST_002_0914,INST_002,PAR_INST_002_0914,MEN_INST_002_002,Ayaan Panchal,Male,10th,E,104980,2011-03-23,2025-05-11,2025-26,100.0,3.0,2,Low,81,Partial,Bicycle,English,None
STU_INST_002_0915,INST_002,PAR_INST_002_0915,MEN_INST_002_003,Ankit Reddy,Male,11th,A,9t1455,2011-08-23,2024-05-12,2025-26,61.9,2.27,0,Medium,53,Partial,Bicycle,Hindi,None
STU_INST_002_0916,INST_002,PAR_INST_002_0916,MEN_INST_002_004,Krishna Kale,Male,11th,A,9t8127,2009-10-07,2024-04-16,2025-26,92.9,2.22,0,Medium,57,Yes,Auto Rickshaw,Hindi,None
STU_INST_002_0917,INST_002,PAR_INST_002_0917,MEN_INST_002_005,Aditi Das,Female,12th,C,105372,2010-07-08,2024-07-10,2025-26,95.0,3.45,0,Low,63,Partial,Walking,Hindi,None
STU_INST_002_0918,INST_002,PAR_INST_002_0918,MEN_INST_002_006,Navya Singh,Female,12th,A,9t8046,2010-10-15,2025-05-30,2025-26,92.6,1.99,5,High,64,Yes,Bicycle,English,None
STU_INST_002_0919,INST_002,PAR_INST_002_0919,MEN_INST_002_007,Meera Hegde,Female,9th,E,9t3269,2009-08-01,2024-06-07,2025-26,100.0,2.72,0,Low,37,Partial,Private Vehicle,Regional Language,None
STU_INST_002_0920,INST_002,PAR_INST_002_0920,MEN_INST_002_008,Kriti Hegde,Female,10th,E,117782,2009-04-07,2025-07-10,2025-26,59.3,2.39,0,Medium,77,Partial,School Bus,Regional Language,None
STU_INST_002_0921,INST_002,PAR_INST_002_0921,MEN_INST_002_009,Priyanka Mukherjee,Female,12th,B,107221,2010-10-07,2024-09-01,2025-26,85.3,2.64,0,Low,66,No,Private Vehicle,Hindi,None
STU_INST_002_0922,INST_002,PAR_INST_002_0922,MEN_INST_002_010,Reyansh Desai,Male,12th,C,126543,2011-06-01,2025-07-15,2025-26,68.1,2.48,1,Medium,49,No,Walking,Hindi,None
STU_INST_002_0923,INST_002,PAR_INST_002_0923,MEN_INST_002_011,Varun Gowda,Male,11th,B,9t9828,2009-02-24,2024-09-26,2025-26,80.8,1.78,1,Medium,71,Partial,Bicycle,English,None
STU_INST_002_0924,INST_002,PAR_INST_002_0924,MEN_INST_002_012,Tanya Dutta,Female,12th,C,127319,2011-08-20,2025-02-11,2025-26,73.9,2.38,2,Medium,88,Yes,Private Vehicle,Regional Language,None
STU_INST_002_0925,INST_002,PAR_INST_002_0925,MEN_INST_002_013,Ananya Jindal,Female,11th,C,127681,2011-04-02,2024-08-10,2025-26,81.1,1.83,0,Medium,35,No,Private Vehicle,Hindi,None
STU_INST_002_0926,INST_002,PAR_INST_002_0926,MEN_INST_002_014,Aditi Sharma,Female,10th,E,9t1227,2010-02-23,2024-09-17,2025-26,81.5,2.48,1,Medium,67,Partial,Auto Rickshaw,Regional Language,None
STU_INST_002_0927,INST_002,PAR_INST_002_0927,MEN_INST_002_015,Ravi Gowda,Male,10th,D,105184,2011-09-03,2025-06-10,2025-26,100.0,1.98,3,Medium,73,Partial,Walking,Hindi,None
STU_INST_002_0928,INST_002,PAR_INST_002_0928,MEN_INST_002_016,Karan Sharma,Male,9th,C,123221,2008-06-17,2023-11-19,2025-26,82.5,2.15,0,Medium,61,No,Private Vehicle,Regional Language,None
STU_INST_002_0929,INST_002,PAR_INST_002_0929,MEN_INST_002_017,Saanvi Bhat,Female,12th,B,127800,2008-04-22,2025-08-08,2025-26,78.1,2.09,0,Medium,52,No,School Bus,English,None
STU_INST_002_0930,INST_002,PAR_INST_002_0930,MEN_INST_002_018,Deepak Patel,Male,12th,D,126912,2011-04-11,2025-01-18,2025-26,75.9,3.91,1,Low,87,Partial,Auto Rickshaw,English,None
STU_INST_002_0931,INST_002,PAR_INST_002_0931,MEN_INST_002_019,Vihaan Panchal,Male,11th,A,9t7607,2008-03-23,2025-04-27,2025-26,85.7,2.16,1,Medium,63,Partial,School Bus,English,None
STU_INST_002_0932,INST_002,PAR_INST_002_0932,MEN_INST_002_020,Aditi Sarkar,Female,11th,D,111375,2008-12-12,2023-09-24,2025-26,92.3,2.56,0,Low,73,Yes,Private Vehicle,Regional Language,None
STU_INST_002_0933,INST_002,PAR_INST_002_0933,MEN_INST_002_021,Shweta Shinde,Female,9th,C,121696,2007-10-26,2023-12-18,2025-26,83.0,3.44,1,Low,48,Yes,Bicycle,Hindi,None
STU_INST_002_0934,INST_002,PAR_INST_002_0934,MEN_INST_002_022,Aditi Jain,Female,11th,D,121981,2008-07-06,2025-03-05,2025-26,66.2,2.14,4,High,71,Yes,Bicycle,English,None
STU_INST_002_0935,INST_002,PAR_INST_002_0935,MEN_INST_002_023,Arya Chopra,Female,10th,D,105595,2007-11-05,2024-11-26,2025-26,70.7,4.0,1,Low,64,Yes,Auto Rickshaw,English,None
STU_INST_002_0936,INST_002,PAR_INST_002_0936,MEN_INST_002_024,Pihu Gupta,Female,11th,C,116786,2010-03-15,2025-02-03,2025-26,94.7,2.99,1,Low,82,Yes,School Bus,Regional Language,None
STU_INST_002_0937,INST_002,PAR_INST_002_0937,MEN_INST_002_001,Myra Vyas,Female,12th,A,109782,2009-03-11,2025-08-14,2025-26,49.7,2.93,3,Medium,93,No,Auto Rickshaw,Regional Language,None
STU_INST_002_0938,INST_002,PAR_INST_002_0938,MEN_INST_002_002,Varun Arora,Male,11th,D,125456,2007-11-11,2024-10-20,2025-26,70.8,2.97,0,Medium,36,Yes,School Bus,Regional Language,None
STU_INST_002_0939,INST_002,PAR_INST_002_0939,MEN_INST_002_003,Dhruv Shinde,Male,12th,D,9t4343,2008-02-27,2024-05-30,2025-26,85.6,3.15,0,Low,48,Yes,Bicycle,Regional Language,None
STU_INST_002_0940,INST_002,PAR_INST_002_0940,MEN_INST_002_004,Suresh Modi,Male,12th,A,104374,2007-12-03,2024-07-22,2025-26,91.5,2.18,2,Medium,77,No,Bicycle,English,None
STU_INST_002_0941,INST_002,PAR_INST_002_0941,MEN_INST_002_005,Priya Shinde,Female,11th,E,9t2956,2011-04-12,2024-11-13,2025-26,83.4,3.25,2,Medium,73,Yes,Walking,Hindi,None
STU_INST_002_0942,INST_002,PAR_INST_002_0942,MEN_INST_002_006,Aarav Chowdhury,Male,12th,E,9t1551,2009-01-22,2025-01-01,2025-26,93.3,2.45,2,Medium,80,Partial,Private Vehicle,Regional Language,None
STU_INST_002_0943,INST_002,PAR_INST_002_0943,MEN_INST_002_007,Avni Bhattacharya,Female,10th,B,121193,2011-08-21,2024-01-25,2025-26,92.4,2.68,0,Low,65,No,School Bus,Hindi,None
STU_INST_002_0944,INST_002,PAR_INST_002_0944,MEN_INST_002_008,Varun Desai,Male,9th,D,9t6790,2007-10-18,2025-03-25,2025-26,75.9,3.12,1,Low,58,Partial,Bicycle,Regional Language,None
STU_INST_002_0945,INST_002,PAR_INST_002_0945,MEN_INST_002_009,Shreya Joshi,Female,11th,D,128581,2007-10-04,2024-01-30,2025-26,96.2,2.92,2,Low,92,No,Private Vehicle,Regional Language,None
STU_INST_002_0946,INST_002,PAR_INST_002_0946,MEN_INST_002_010,Arjit Kale,Male,11th,E,128137,2008-11-18,2024-03-28,2025-26,86.3,2.9,1,Low,55,No,Bicycle,English,None
STU_INST_002_0947,INST_002,PAR_INST_002_0947,MEN_INST_002_011,Advik Kale,Male,11th,C,9t2695,2009-05-12,2025-04-17,2025-26,84.7,2.13,0,Medium,42,Yes,School Bus,Hindi,None
STU_INST_002_0948,INST_002,PAR_INST_002_0948,MEN_INST_002_012,Ishaan Bhattacharya,Male,11th,B,118583,2011-08-18,2025-04-03,2025-26,86.9,3.51,2,Low,51,No,School Bus,English,None
STU_INST_002_0949,INST_002,PAR_INST_002_0949,MEN_INST_002_013,Shreya Goyal,Female,11th,B,119144,2009-11-28,2024-01-16,2025-26,82.8,2.93,0,Medium,49,Yes,School Bus,English,None
STU_INST_002_0950,INST_002,PAR_INST_002_0950,MEN_INST_002_014,Preeti Kamath,Female,9th,B,109090,2008-12-31,2024-06-18,2025-26,98.7,3.25,2,Low,39,Yes,School Bus,English,None
STU_INST_002_0951,INST_002,PAR_INST_002_0951,MEN_INST_002_015,Arnav Gupta,Male,12th,D,115450,2009-08-05,2024-08-11,2025-26,74.7,2.64,0,Medium,59,Partial,Walking,English,None
STU_INST_002_0952,INST_002,PAR_INST_002_0952,MEN_INST_002_016,Vivaan Mishra,Male,12th,C,105961,2010-02-15,2024-12-16,2025-26,85.1,2.72,0,Low,55,Partial,Walking,Regional Language,None
STU_INST_002_0953,INST_002,PAR_INST_002_0953,MEN_INST_002_017,Shalini Modi,Female,12th,E,116250,2010-11-30,2024-03-17,2025-26,98.6,1.31,7,High,67,Yes,School Bus,English,None
STU_INST_002_0954,INST_002,PAR_INST_002_0954,MEN_INST_002_018,Pooja Ganguly,Female,10th,A,127298,2011-01-09,2025-06-04,2025-26,100.0,2.12,1,Low,39,Yes,School Bus,English,None
STU_INST_002_0955,INST_002,PAR_INST_002_0955,MEN_INST_002_019,Atharv Bansal,Male,12th,C,9t7632,2008-11-03,2025-06-28,2025-26,92.5,2.88,0,Low,39,Yes,Auto Rickshaw,English,None
STU_INST_002_0956,INST_002,PAR_INST_002_0956,MEN_INST_002_020,Arjun Raman,Male,9th,A,126403,2008-10-15,2024-12-03,2025-26,93.4,3.35,4,Medium,59,Yes,Bicycle,English,None
STU_INST_002_0957,INST_002,PAR_INST_002_0957,MEN_INST_002_021,Atharv Shah,Male,11th,E,126537,2008-09-07,2024-03-14,2025-26,100.0,2.96,2,Low,58,No,Bicycle,Regional Language,None
STU_INST_002_0958,INST_002,PAR_INST_002_0958,MEN_INST_002_022,Abhishek Hegde,Male,11th,C,111937,2011-06-10,2025-04-24,2025-26,57.0,3.39,0,Medium,71,Yes,Bicycle,English,None
STU_INST_002_0959,INST_002,PAR_INST_002_0959,MEN_INST_002_023,Ashish Parikh,Male,11th,A,112395,2009-03-07,2024-04-12,2025-26,78.5,2.69,1,Medium,41,Partial,Bicycle,English,None
STU_INST_002_0960,INST_002,PAR_INST_002_0960,MEN_INST_002_024,Varun Aggarwal,Male,12th,A,117680,2011-01-27,2025-07-30,2025-26,72.5,2.58,0,Medium,72,No,Walking,Regional Language,None
STU_INST_002_0961,INST_002,PAR_INST_002_0961,MEN_INST_002_001,Dev Kale,Male,10th,D,116332,2011-09-19,2024-07-21,2025-26,84.5,2.35,0,Medium,40,Yes,Walking,Regional Language,None
STU_INST_002_0962,INST_002,PAR_INST_002_0962,MEN_INST_002_002,Aditya Tiwari,Male,12th,E,9t8465,2011-05-22,2025-07-31,2025-26,96.1,2.58,2,Low,62,Yes,Auto Rickshaw,English,None
STU_INST_002_0963,INST_002,PAR_INST_002_0963,MEN_INST_002_003,Laksh Pal,Male,12th,D,106061,2009-12-06,2025-07-22,2025-26,100.0,2.45,0,Low,68,Partial,Auto Rickshaw,English,None
STU_INST_002_0964,INST_002,PAR_INST_002_0964,MEN_INST_002_004,Suresh Patel,Male,10th,D,102984,2010-07-02,2025-01-05,2025-26,85.8,2.39,3,Medium,55,Partial,Auto Rickshaw,Regional Language,None
STU_INST_002_0965,INST_002,PAR_INST_002_0965,MEN_INST_002_005,Pooja Kale,Female,10th,E,119958,2011-03-23,2025-08-14,2025-26,82.3,4.0,3,Medium,41,Partial,School Bus,Hindi,None
STU_INST_002_0966,INST_002,PAR_INST_002_0966,MEN_INST_002_006,Maya Mitra,Female,10th,E,109969,2011-05-26,2023-11-11,2025-26,70.8,3.32,0,Low,54,Yes,School Bus,Regional Language,None
STU_INST_002_0967,INST_002,PAR_INST_002_0967,MEN_INST_002_007,Krishna Chowdhury,Male,12th,C,102151,2010-04-18,2024-02-14,2025-26,73.4,3.29,1,Low,47,Partial,Bicycle,Regional Language,None
STU_INST_002_0968,INST_002,PAR_INST_002_0968,MEN_INST_002_008,Ishika Jindal,Female,11th,D,101355,2010-11-30,2025-03-30,2025-26,55.2,3.4,1,Medium,43,No,Private Vehicle,Regional Language,None
STU_INST_002_0969,INST_002,PAR_INST_002_0969,MEN_INST_002_009,Arnav Panchal,Male,10th,E,123304,2008-04-03,2023-11-13,2025-26,100.0,2.6,1,Low,57,Yes,Walking,English,None
STU_INST_002_0970,INST_002,PAR_INST_002_0970,MEN_INST_002_010,Priya Kamath,Female,10th,D,109696,2008-05-05,2024-02-08,2025-26,100.0,3.05,0,Low,81,Partial,School Bus,English,None
STU_INST_002_0971,INST_002,PAR_INST_002_0971,MEN_INST_002_011,Vihaan Bhat,Male,12th,E,112175,2009-10-12,2025-01-15,2025-26,91.9,1.3,0,Medium,62,Partial,Walking,Hindi,None
STU_INST_002_0972,INST_002,PAR_INST_002_0972,MEN_INST_002_012,Anika Bhatia,Female,11th,C,122758,2011-09-17,2023-11-28,2025-26,72.2,2.92,0,Medium,44,Partial,Walking,Hindi,None
STU_INST_002_0973,INST_002,PAR_INST_002_0973,MEN_INST_002_013,Anjali Shetty,Female,10th,E,9t1679,2009-07-27,2023-11-04,2025-26,73.1,2.66,0,Medium,36,Partial,Walking,Hindi,None
STU_INST_002_0974,INST_002,PAR_INST_002_0974,MEN_INST_002_014,Sanjay Sarkar,Male,11th,E,129147,2009-12-10,2025-07-29,2025-26,64.3,3.74,2,Medium,84,No,Auto Rickshaw,English,None
STU_INST_002_0975,INST_002,PAR_INST_002_0975,MEN_INST_002_015,Sana Roy,Female,9th,B,116602,2008-04-24,2024-03-30,2025-26,81.6,3.52,3,Medium,44,No,Walking,Regional Language,None
STU_INST_002_0976,INST_002,PAR_INST_002_0976,MEN_INST_002_016,Rahul Agarwal,Male,10th,C,115156,2008-04-11,2023-10-03,2025-26,82.2,3.12,4,Medium,48,Yes,Bicycle,Hindi,Learning Disability
STU_INST_002_0977,INST_002,PAR_INST_002_0977,MEN_INST_002_017,Ishaan Raman,Male,10th,B,9t8301,2009-07-22,2025-06-27,2025-26,73.0,3.17,1,Low,60,Partial,Private Vehicle,Hindi,None
STU_INST_002_0978,INST_002,PAR_INST_002_0978,MEN_INST_002_018,Maya Bhatt,Female,10th,C,9t6994,2009-10-31,2023-10-18,2025-26,90.4,2.68,0,Low,91,Partial,Private Vehicle,Regional Language,None
STU_INST_002_0979,INST_002,PAR_INST_002_0979,MEN_INST_002_019,Suresh Rao,Male,11th,D,101087,2009-07-27,2023-11-09,2025-26,100.0,3.84,0,Low,46,Partial,School Bus,Hindi,None
STU_INST_002_0980,INST_002,PAR_INST_002_0980,MEN_INST_002_020,Sanjay Rao,Male,10th,A,113787,2010-04-11,2024-03-27,2025-26,92.2,1.68,0,Medium,78,Yes,Auto Rickshaw,Hindi,Learning Disability
STU_INST_002_0981,INST_002,PAR_INST_002_0981,MEN_INST_002_021,Kavya Jain,Female,9th,C,128288,2011-04-13,2024-10-25,2025-26,73.0,2.47,2,Medium,88,No,Private Vehicle,Hindi,None
STU_INST_002_0982,INST_002,PAR_INST_002_0982,MEN_INST_002_022,Shweta Verma,Female,9th,C,107180,2008-06-15,2023-11-30,2025-26,82.5,2.57,2,Medium,64,Partial,School Bus,Regional Language,None
STU_INST_002_0983,INST_002,PAR_INST_002_0983,MEN_INST_002_023,Laksh Aggarwal,Male,10th,D,102503,2007-12-22,2025-06-22,2025-26,89.3,3.82,5,Medium,36,Yes,Auto Rickshaw,Hindi,None
STU_INST_002_0984,INST_002,PAR_INST_002_0984,MEN_INST_002_024,Reyansh Gupta,Male,11th,D,106760,2010-06-26,2024-06-26,2025-26,97.0,2.38,0,Low,51,Partial,Auto Rickshaw,Regional Language,None
STU_INST_002_0985,INST_002,PAR_INST_002_0985,MEN_INST_002_001,Shaurya Dutta,Male,11th,B,129281,2009-11-02,2024-01-14,2025-26,58.4,3.04,1,Medium,82,Yes,Bicycle,Hindi,None
STU_INST_002_0986,INST_002,PAR_INST_002_0986,MEN_INST_002_002,Aditya Singh,Male,11th,D,119003,2009-11-04,2024-06-04,2025-26,87.4,3.5,0,Low,63,Yes,School Bus,Hindi,None
STU_INST_002_0987,INST_002,PAR_INST_002_0987,MEN_INST_002_003,Sneha Venkatesh,Female,10th,B,9t5971,2011-03-21,2024-09-27,2025-26,55.4,3.01,1,Medium,68,Partial,School Bus,Hindi,None
STU_INST_002_0988,INST_002,PAR_INST_002_0988,MEN_INST_002_004,Shweta Sen,Female,9th,E,118197,2009-05-03,2024-05-28,2025-26,82.9,2.7,1,Medium,50,Yes,Private Vehicle,Regional Language,None
STU_INST_002_0989,INST_002,PAR_INST_002_0989,MEN_INST_002_005,Zara Bhatt,Female,11th,B,103921,2008-07-10,2024-07-11,2025-26,100.0,2.12,2,Medium,94,Partial,Auto Rickshaw,Regional Language,None
STU_INST_002_0990,INST_002,PAR_INST_002_0990,MEN_INST_002_006,Deepak Gowda,Male,10th,D,127010,2010-03-06,2023-12-29,2025-26,62.8,3.35,0,Medium,88,Yes,Walking,Regional Language,None
STU_INST_002_0991,INST_002,PAR_INST_002_0991,MEN_INST_002_007,Rekha Pawar,Female,10th,C,105963,2009-10-31,2024-10-14,2025-26,59.2,1.63,2,High,94,Yes,Bicycle,English,None
STU_INST_002_0992,INST_002,PAR_INST_002_0992,MEN_INST_002_008,Vihaan Chopra,Male,11th,A,9t9177,2009-07-19,2025-02-25,2025-26,76.0,2.7,2,Medium,47,Yes,School Bus,Regional Language,None
STU_INST_002_0993,INST_002,PAR_INST_002_0993,MEN_INST_002_009,Tanvi Pawar,Female,12th,C,9t6897,2008-12-17,2023-10-15,2025-26,87.0,3.9,1,Low,91,Partial,Auto Rickshaw,Hindi,None
STU_INST_002_0994,INST_002,PAR_INST_002_0994,MEN_INST_002_010,Kabir Chaturvedi,Male,10th,A,9t5642,2009-06-29,2025-05-26,2025-26,100.0,3.52,0,Low,64,Partial,Bicycle,Hindi,None
STU_INST_002_0995,INST_002,PAR_INST_002_0995,MEN_INST_002_011,Tanvi Bose,Female,10th,C,112385,2008-09-19,2024-01-03,2025-26,80.4,2.73,2,Medium,47,Yes,Private Vehicle,English,None
STU_INST_002_0996,INST_002,PAR_INST_002_0996,MEN_INST_002_012,Saanvi Reddy,Female,10th,B,121277,2009-06-19,2024-06-13,2025-26,89.8,2.4,4,Medium,81,Yes,School Bus,Hindi,None
STU_INST_002_0997,INST_002,PAR_INST_002_0997,MEN_INST_002_013,Riyansh Goel,Male,10th,E,9t5973,2008-10-12,2024-08-13,2025-26,76.6,2.91,1,Medium,54,No,School Bus,Regional Language,None
