parent_id,institute_id,father_name,mother_name,primary_contact,email,phone_primary,phone_secondary,address,occupation_father,occupation_mother,income_bracket,children_count,religion,caste_category
PAR_INST_001_0924,INST_001,Dhruv Venkatesh,Maya Venkatesh,Dhruv Venkatesh,dhruvvenkatesh@rediffmail.com,+91-8727428662,+91-8710857383,"Plot No. 357, Vihar 22, Chennai",Doctor,Doctor,25+ LPA,1,Sikh,General
PAR_INST_001_0925,INST_001,Yash Mehta,Priya Mehta,Yash Mehta,yash_mehta@gmail.com,+91-9674555370,+91-8527281673,"Flat No. 453, Vihar 25, Chennai",Doctor,Designer,2-5 LPA,1,Hindu,SC
PAR_INST_001_0926,INST_001,Raj Hegde,Anjali Hegde,Raj Hegde,rhegde@outlook.com,+91-9526084818,+91-8462099069,"Flat No. 86, Extension 16, Chennai",Engineer,Consultant,2-5 LPA,1,Buddhist,SC
PAR_INST_001_0927,INST_001,Arjun Shinde,Zara Shinde,Arjun Shinde,arjun.shinde@outlook.com,+91-8805998226,+91-8431234388,"House No. 316, Enclave 6, Chennai",IAS Officer,Doctor,25+ LPA,1,Muslim,General
PAR_INST_001_0928,INST_001,Ishaan Hegde,Avni Hegde,Ishaan Hegde,ishaan_hegde@outlook.com,+91-9728231342,+91-8355767299,"House No. 113, Enclave 19, Chennai",Bank Manager,Homemaker,25+ LPA,1,Christian,SC
PAR_INST_001_0929,INST_001,Advik Kapoor,Aditi Kapoor,Advik Kapoor,advik_kapoor@yahoo.com,+91-8595310297,+91-8311506291,"Villa No. 620, Colony 25, Chennai",Consultant,Consultant,5-10 LPA,1,Hindu,ST
PAR_INST_001_0930,INST_001,Rudra Goyal,Shriya Goyal,Rudra Goyal,rgoyal@yahoo.com,+91-7910873922,+91-9598369157,"Flat No. 696, Market 28, Chennai",Contractor,Lawyer,< 2 LPA,1,Hindu,SC
PAR_INST_001_0931,INST_001,Krishna Mitra,Shriya Mitra,Krishna Mitra,kmitra@gmail.com,+91-8445991530,+91-9045002026,"Flat No. 574, Market 36, Chennai",Bank Manager,Homemaker,2-5 LPA,1,Jain,SC
PAR_INST_001_0932,INST_001,Arjit Subramanian,Anika Subramanian,Arjit Subramanian,arjit_subramanian@hotmail.com,+91-8676030409,+91-9246754182,"Flat No. 808, Extension 35, Chennai",Accountant,Teacher,< 2 LPA,1,Hindu,OBC
PAR_INST_001_0933,INST_001,Yogesh Shukla,Khushi Shukla,Yogesh Shukla,yogesh.shukla@gmail.com,+91-8813346018,+91-8922013882,"Plot No. 816, Nagar 12, Chennai",Engineer,Consultant,15-25 LPA,1,Jain,OBC
PAR_INST_001_0934,INST_001,Shivansh Malhotra,Ira Malhotra,Shivansh Malhotra,shivansh397@gmail.com,+91-8536038917,+91-9169078947,"Villa No. 494, Colony 3, Chennai",Engineer,Homemaker,5-10 LPA,1,Muslim,General
PAR_INST_001_0935,INST_001,Aryan Suthar,Riya Suthar,Aryan Suthar,aryan.suthar@rediffmail.com,+91-9871634850,+91-8195123708,"Plot No. 83, Block 50, Chennai",Bank Manager,Consultant,< 2 LPA,1,Buddhist,SC
PAR_INST_001_0936,INST_001,Arnav Menon,Nidhi Menon,Arnav Menon,arnav_menon@rediffmail.com,+91-7972965561,+91-7927671377,"House No. 705, Extension 49, Chennai",Teacher,Designer,10-15 LPA,1,Muslim,SC
PAR_INST_001_0937,INST_001,Ankit Sethi,Khushi Sethi,Ankit Sethi,asethi@rediffmail.com,+91-8130557371,+91-9288740223,"Plot No. 684, Extension 5, Chennai",Government Employee,Doctor,10-15 LPA,1,Sikh,OBC
PAR_INST_001_0938,INST_001,Ravi Patil,Meera Patil,Ravi Patil,ravi_patil@yahoo.co.in,+91-9517614215,+91-9348319686,"Flat No. 909, Extension 17, Chennai",Lawyer,Homemaker,5-10 LPA,1,Sikh,SC
PAR_INST_001_0939,INST_001,Nitin Saha,Maya Saha,Nitin Saha,nitin608@rediffmail.com,+91-9836883004,+91-8137936315,"Flat No. 765, Colony 50, Chennai",Police Officer,Bank Employee,< 2 LPA,1,Jain,OBC
PAR_INST_001_0940,INST_001,Raj Jain,Swati Jain,Raj Jain,rajjain@outlook.com,+91-9604062911,+91-8172282471,"Flat No. 21, Block 35, Chennai",Doctor,Lawyer,25+ LPA,1,Buddhist,ST
PAR_INST_001_0941,INST_001,Arnav Mishra,Deepika Mishra,Arnav Mishra,amishra@hotmail.com,+91-7984974997,+91-7990522171,"House No. 286, Extension 22, Chennai",Shopkeeper,Government Employee,15-25 LPA,1,Jain,General
PAR_INST_001_0942,INST_001,Yogesh Kar,Tanvi Kar,Yogesh Kar,yogesh.kar@rediffmail.com,+91-9673563163,+91-9529755726,"House No. 429, Vihar 39, Chennai",Shopkeeper,Engineer,10-15 LPA,1,Buddhist,General
PAR_INST_001_0943,INST_001,Sai Chowdhury,Meera Chowdhury,Sai Chowdhury,sai874@yahoo.co.in,+91-8090682013,+91-9871675321,"Villa No. 228, Nagar 27, Chennai",Consultant,Teacher,2-5 LPA,1,Hindu,ST
PAR_INST_001_0944,INST_001,Varun Bose,Seema Bose,Varun Bose,varun.bose@gmail.com,+91-8990372954,+91-8785835639,"House No. 157, Market 18, Chennai",Police Officer,Engineer,15-25 LPA,1,Jain,OBC
PAR_INST_001_0945,INST_001,Ishaan Pillai,Pihu Pillai,Ishaan Pillai,ipillai@outlook.com,+91-9692581476,+91-9312360186,"Flat No. 586, Vihar 23, Chennai",Government Employee,Teacher,2-5 LPA,1,Jain,SC
PAR_INST_001_0946,INST_001,Suresh Khanna,Saanvi Khanna,Suresh Khanna,sureshkhanna@gmail.com,+91-7930796859,+91-9796459872,"Plot No. 937, Sector 36, Chennai",Police Officer,Bank Employee,15-25 LPA,1,Muslim,General
PAR_INST_001_0947,INST_001,Anil Roy,Kriti Roy,Anil Roy,anil.roy@rediffmail.com,+91-8681133973,+91-8570721734,"House No. 724, Colony 20, Chennai",Teacher,Principal,2-5 LPA,1,Jain,OBC
PAR_INST_001_0948,INST_001,Kabir Joshi,Saanvi Joshi,Kabir Joshi,kabir632@yahoo.co.in,+91-9106323654,+91-9818144424,"Plot No. 160, Sector 11, Chennai",Police Officer,Doctor,2-5 LPA,1,Christian,General
PAR_INST_001_0949,INST_001,Veer Mandal,Sapna Mandal,Veer Mandal,veer_mandal@yahoo.co.in,+91-9618615640,+91-7994147539,"House No. 919, Nagar 30, Chennai",Engineer,Government Employee,5-10 LPA,1,Jain,OBC
PAR_INST_001_0950,INST_001,Amit Pillai,Priya Pillai,Amit Pillai,amit649@gmail.com,+91-8226110356,+91-8894299202,"Flat No. 492, Extension 46, Chennai",Shopkeeper,Businesswoman,15-25 LPA,1,Jain,ST
PAR_INST_001_0951,INST_001,Yash Saxena,Pihu Saxena,Yash Saxena,yash_saxena@yahoo.com,+91-9186194118,+91-9290934242,"Plot No. 3, Extension 28, Chennai",IAS Officer,Nurse,15-25 LPA,1,Jain,OBC
PAR_INST_001_0952,INST_001,Karan Joshi,Pooja Joshi,Karan Joshi,karan_joshi@yahoo.co.in,+91-8289334375,+91-9586694086,"Plot No. 832, Vihar 12, Chennai",Government Employee,Engineer,25+ LPA,1,Buddhist,OBC
PAR_INST_001_0953,INST_001,Nitin Kar,Khushi Kar,Nitin Kar,nitin_kar@gmail.com,+91-8443509528,+91-8295947039,"Villa No. 827, Extension 19, Chennai",Farmer,Engineer,5-10 LPA,1,Buddhist,General
PAR_INST_001_0954,INST_001,Raj Kulkarni,Seema Kulkarni,Raj Kulkarni,rkulkarni@gmail.com,+91-8183009954,+91-9488734496,"Villa No. 529, Extension 28, Chennai",Lawyer,Bank Employee,15-25 LPA,1,Buddhist,SC
PAR_INST_001_0955,INST_001,Anil Singh,Shweta Singh,Anil Singh,asingh@yahoo.co.in,+91-9869014971,+91-9603847156,"Villa No. 850, Enclave 27, Chennai",Shopkeeper,Professor,5-10 LPA,1,Hindu,SC
PAR_INST_001_0956,INST_001,Arjun Dutta,Navya Dutta,Arjun Dutta,arjun.dutta@yahoo.co.in,+91-9567449234,+91-9259698504,"Plot No. 778, Sector 42, Chennai",Farmer,Consultant,10-15 LPA,1,Sikh,OBC
PAR_INST_001_0957,INST_001,Ravi Raman,Sapna Raman,Ravi Raman,ravi_raman@yahoo.com,+91-8161789257,+91-9540250385,"Villa No. 439, Colony 49, Chennai",Shopkeeper,Designer,5-10 LPA,1,Buddhist,General
PAR_INST_001_0958,INST_001,Arjit Joshi,Ira Joshi,Arjit Joshi,arjit_joshi@hotmail.com,+91-9168063585,+91-9101012789,"Villa No. 616, Enclave 6, Chennai",Contractor,Bank Employee,25+ LPA,1,Muslim,General
PAR_INST_001_0959,INST_001,Samar Nair,Arya Nair,Samar Nair,samar_nair@yahoo.com,+91-8375867036,+91-8862036344,"Plot No. 217, Vihar 26, Chennai",Accountant,Consultant,15-25 LPA,1,Sikh,OBC
PAR_INST_001_0960,INST_001,Riyansh Sethi,Tanvi Sethi,Riyansh Sethi,riyanshsethi@yahoo.com,+91-9157617073,+91-9574457762,"Villa No. 912, Colony 25, Chennai",Businessman,Businesswoman,10-15 LPA,1,Buddhist,SC
PAR_INST_001_0961,INST_001,Veer Agarwal,Shriya Agarwal,Veer Agarwal,veer924@hotmail.com,+91-8374759443,+91-8985295377,"Plot No. 900, Sector 49, Chennai",Contractor,Engineer,10-15 LPA,1,Sikh,ST
PAR_INST_001_0962,INST_001,Ashish Ganguly,Deepika Ganguly,Ashish Ganguly,ashish_ganguly@yahoo.com,+91-9876751497,+91-8734115733,"House No. 637, Sector 3, Chennai",IAS Officer,Professor,< 2 LPA,1,Buddhist,SC
PAR_INST_001_0963,INST_001,Kabir Gupta,Shweta Gupta,Kabir Gupta,kabir_gupta@yahoo.co.in,+91-8223445385,+91-8553523266,"House No. 647, Sector 3, Chennai",Government Employee,Lawyer,< 2 LPA,1,Buddhist,General
PAR_INST_001_0964,INST_001,Arjun Jain,Zara Jain,Arjun Jain,arjun_jain@hotmail.com,+91-8761199899,+91-8651181583,"Villa No. 807, Vihar 26, Chennai",Shopkeeper,Teacher,5-10 LPA,1,Jain,SC
PAR_INST_001_0965,INST_001,Raj More,Anjali More,Raj More,rmore@hotmail.com,+91-8304796668,+91-9490525659,"Plot No. 18, Block 18, Chennai",Police Officer,Nurse,25+ LPA,1,Muslim,OBC
PAR_INST_001_0966,INST_001,Aarav Tiwari,Maya Tiwari,Aarav Tiwari,atiwari@outlook.com,+91-9854739862,+91-9414051318,"Villa No. 386, Sector 20, Chennai",Lawyer,Doctor,10-15 LPA,1,Muslim,OBC
PAR_INST_001_0967,INST_001,Yogesh Sarkar,Priya Sarkar,Yogesh Sarkar,yogesh465@outlook.com,+91-9347442035,+91-7944102387,"Flat No. 859, Enclave 6, Chennai",Accountant,Professor,25+ LPA,1,Jain,ST
PAR_INST_001_0968,INST_001,Ashish Iyer,Priyanka Iyer,Ashish Iyer,ashish.iyer@yahoo.com,+91-9635183025,+91-8253465815,"Flat No. 974, Enclave 41, Chennai",Teacher,Professor,< 2 LPA,1,Sikh,SC
PAR_INST_001_0969,INST_001,Deepak Kar,Tanya Kar,Deepak Kar,deepak829@hotmail.com,+91-8912865581,+91-8675923831,"Flat No. 319, Block 36, Chennai",Consultant,Professor,< 2 LPA,1,Jain,General
PAR_INST_001_0970,INST_001,Advik Saha,Diya Saha,Advik Saha,asaha@yahoo.com,+91-9029242195,+91-8073091218,"Plot No. 159, Market 13, Chennai",Government Employee,Teacher,< 2 LPA,1,Christian,ST
PAR_INST_001_0971,INST_001,Sai Dubey,Preeti Dubey,Sai Dubey,sai_dubey@outlook.com,+91-9201530304,+91-8907781109,"Villa No. 370, Vihar 43, Chennai",Contractor,Government Employee,5-10 LPA,1,Sikh,ST
PAR_INST_001_0972,INST_001,Kabir Shinde,Preeti Shinde,Kabir Shinde,kabir_shinde@gmail.com,+91-8129912699,+91-9052064191,"House No. 430, Block 45, Chennai",Police Officer,Businesswoman,25+ LPA,1,Sikh,General
PAR_INST_001_0973,INST_001,Vivaan Jain,Ira Jain,Vivaan Jain,vivaan745@yahoo.co.in,+91-9424216826,+91-8222175626,"Villa No. 978, Colony 2, Chennai",Accountant,Engineer,25+ LPA,1,Christian,ST
PAR_INST_001_0974,INST_001,Harsh Chopra,Zara Chopra,Harsh Chopra,harsh_chopra@hotmail.com,+91-9125722870,+91-9222007485,"Villa No. 753, Colony 17, Chennai",Contractor,Engineer,15-25 LPA,1,Sikh,General
PAR_INST_001_0975,INST_001,Ishaan Pal,Rashmi Pal,Ishaan Pal,ishaan_pal@yahoo.com,+91-9758028606,+91-9748022406,"Plot No. 868, Vihar 31, Chennai",Government Employee,Lawyer,10-15 LPA,1,Jain,SC
PAR_INST_001_0976,INST_001,Aditya Biswas,Ananya Biswas,Aditya Biswas,aditya.biswas@yahoo.co.in,+91-8298566430,+91-9565562388,"Villa No. 544, Market 47, Chennai",Consultant,Businesswoman,5-10 LPA,1,Sikh,OBC
PAR_INST_001_0977,INST_001,Arjun Chaturvedi,Swati Chaturvedi,Arjun Chaturvedi,arjun.chaturvedi@rediffmail.com,+91-9429011386,+91-9847947199,"House No. 220, Sector 14, Chennai",Farmer,Teacher,25+ LPA,1,Jain,SC
PAR_INST_001_0978,INST_001,Manoj Sarkar,Ira Sarkar,Manoj Sarkar,manojsarkar@hotmail.com,+91-9394419147,+91-8005347283,"Plot No. 904, Block 48, Chennai",Shopkeeper,Lawyer,2-5 LPA,1,Jain,General
PAR_INST_001_0979,INST_001,Harsh Kumar,Navya Kumar,Harsh Kumar,hkumar@rediffmail.com,+91-9884886865,+91-8629258228,"Flat No. 735, Sector 49, Chennai",Contractor,Teacher,15-25 LPA,1,Muslim,OBC
PAR_INST_001_0980,INST_001,Rohan Hegde,Meera Hegde,Rohan Hegde,rohan448@hotmail.com,+91-8868467678,+91-9896458374,"Plot No. 589, Enclave 37, Chennai",Lawyer,Government Employee,2-5 LPA,1,Hindu,OBC
PAR_INST_001_0981,INST_001,Rajesh Thakkar,Pooja Thakkar,Rajesh Thakkar,rthakkar@outlook.com,+91-8759289748,+91-8441148626,"Villa No. 331, Block 48, Chennai",IAS Officer,Teacher,15-25 LPA,1,Buddhist,ST
PAR_INST_001_0982,INST_001,Akash Modi,Seema Modi,Akash Modi,akash275@rediffmail.com,+91-8751564196,+91-8489630093,"Plot No. 755, Colony 4, Chennai",Software Developer,Teacher,10-15 LPA,1,Muslim,General
PAR_INST_001_0983,INST_001,Sai Pillai,Maya Pillai,Sai Pillai,saipillai@yahoo.com,+91-9022848349,+91-9376680984,"Villa No. 671, Sector 6, Chennai",Contractor,Principal,15-25 LPA,1,Hindu,SC
PAR_INST_001_0984,INST_001,Aarav Chaturvedi,Pooja Chaturvedi,Aarav Chaturvedi,aarav.chaturvedi@gmail.com,+91-8837358667,+91-9555446053,"Flat No. 914, Extension 3, Chennai",Bank Manager,Businesswoman,10-15 LPA,1,Christian,ST
PAR_INST_001_0985,INST_001,Arjit Suthar,Khushi Suthar,Arjit Suthar,arjit.suthar@yahoo.co.in,+91-8836499119,+91-9485672850,"Flat No. 88, Enclave 21, Chennai",Police Officer,Designer,25+ LPA,1,Jain,OBC
PAR_INST_001_0986,INST_001,Yogesh Shah,Ananya Shah,Yogesh Shah,yshah@outlook.com,+91-8882126264,+91-9295678446,"House No. 457, Sector 31, Chennai",Software Developer,Government Employee,< 2 LPA,1,Jain,General
PAR_INST_001_0987,INST_001,Yash Mukherjee,Diya Mukherjee,Yash Mukherjee,yash_mukherjee@outlook.com,+91-9629441492,+91-8831649828,"Flat No. 530, Enclave 43, Chennai",Bank Manager,Lawyer,5-10 LPA,1,Sikh,ST
PAR_INST_001_0988,INST_001,Akash Subramanian,Swati Subramanian,Akash Subramanian,akash.subramanian@rediffmail.com,+91-9855494343,+91-8587715692,"Flat No. 744, Sector 38, Chennai",Government Employee,Consultant,15-25 LPA,1,Hindu,ST
PAR_INST_001_0989,INST_001,Ankit Panchal,Preeti Panchal,Ankit Panchal,ankit.panchal@outlook.com,+91-9259771001,+91-9554773494,"Flat No. 680, Block 43, Chennai",Government Employee,Professor,15-25 LPA,1,Sikh,OBC
PAR_INST_001_0990,INST_001,Atharv Venkatesh,Nidhi Venkatesh,Atharv Venkatesh,atharv986@outlook.com,+91-8641354741,+91-8685573952,"Flat No. 882, Colony 35, Chennai",Farmer,Government Employee,5-10 LPA,1,Buddhist,General
PAR_INST_001_0991,INST_001,Laksh Parikh,Zara Parikh,Laksh Parikh,laksh_parikh@rediffmail.com,+91-7947581660,+91-9484136233,"Plot No. 455, Sector 20, Chennai",Engineer,Lawyer,< 2 LPA,1,Christian,ST
PAR_INST_001_0992,INST_001,Dev Jadhav,Kriti Jadhav,Dev Jadhav,djadhav@yahoo.co.in,+91-8073418559,+91-8808374560,"House No. 473, Sector 13, Chennai",Bank Manager,Designer,10-15 LPA,1,Hindu,General
PAR_INST_001_0993,INST_001,Arjun Pawar,Rashmi Pawar,Arjun Pawar,arjun.pawar@yahoo.co.in,+91-9717067949,+91-9778692855,"House No. 408, Colony 8, Chennai",Police Officer,Consultant,5-10 LPA,1,Buddhist,OBC
PAR_INST_001_0994,INST_001,Dhruv Bhattacharya,Pihu Bhattacharya,Dhruv Bhattacharya,dbhattacharya@rediffmail.com,+91-9153673558,+91-7960707228,"Flat No. 277, Block 14, Chennai",Businessman,Consultant,5-10 LPA,1,Hindu,OBC
PAR_INST_001_0995,INST_001,Varun Sharma,Diya Sharma,Varun Sharma,varun.sharma@hotmail.com,+91-8442749366,+91-9157967148,"House No. 201, Sector 43, Chennai",Engineer,Lawyer,25+ LPA,1,Jain,OBC
PAR_INST_001_0996,INST_001,Vikram Mehta,Anjali Mehta,Vikram Mehta,vikrammehta@rediffmail.com,+91-9882526379,+91-9012886691,"House No. 830, Colony 44, Chennai",Teacher,Engineer,2-5 LPA,1,Hindu,SC
PAR_INST_001_0997,INST_001,Arjit Dave,Sneha Dave,Arjit Dave,arjitdave@rediffmail.com,+91-9619789259,+91-8965744653,"Flat No. 384, Enclave 18, Chennai",Government Employee,Teacher,< 2 LPA,1,Buddhist,General
PAR_INST_001_0998,INST_001,Laksh Panchal,Tanvi Panchal,Laksh Panchal,laksh_panchal@gmail.com,+91-9267380520,+91-9288193768,"Plot No. 800, Block 35, Chennai",Contractor,Doctor,10-15 LPA,1,Hindu,SC
PAR_INST_001_0999,INST_001,Nitin Shukla,Khushi Shukla,Nitin Shukla,nitin.shukla@outlook.com,+91-8233354011,+91-9372836030,"Villa No. 900, Extension 19, Chennai",Lawyer,Lawyer,< 2 LPA,1,Jain,General
PAR_INST_001_1000,INST_001,Ashish Dave,Myra Dave,Ashish Dave,ashish.dave@hotmail.com,+91-9176295076,+91-8316217204,"Villa No. 575, Sector 43, Chennai",Government Employee,Teacher,15-25 LPA,1,Sikh,OBC
PAR_INST_001_1001,INST_001,Aditya Mathur,Myra Mathur,Aditya Mathur,aditya_mathur@yahoo.co.in,+91-8864967419,+91-7916053906,"Plot No. 816, Sector 37, Chennai",Police Officer,Professor,10-15 LPA,1,Jain,General
PAR_INST_001_1002,INST_001,Riyansh Menon,Khushi Menon,Riyansh Menon,riyansh.menon@yahoo.co.in,+91-7970181589,+91-9536829670,"Villa No. 284, Colony 8, Chennai",Farmer,Engineer,< 2 LPA,1,Buddhist,OBC
PAR_INST_001_1003,INST_001,Arjit Kamath,Navya Kamath,Arjit Kamath,arjit_kamath@yahoo.com,+91-8602216908,+91-8275480293,"Flat No. 792, Enclave 35, Chennai",Businessman,Consultant,15-25 LPA,1,Christian,OBC
PAR_INST_001_1004,INST_001,Shivansh Kar,Kriti Kar,Shivansh Kar,skar@outlook.com,+91-8435174546,+91-8035102140,"House No. 155, Nagar 13, Chennai",Doctor,Bank Employee,5-10 LPA,1,Christian,ST
PAR_INST_001_1005,INST_001,Harsh Biswas,Aadhya Biswas,Harsh Biswas,harsh348@rediffmail.com,+91-9577170305,+91-8587094124,"Villa No. 5, Enclave 6, Chennai",Shopkeeper,Doctor,15-25 LPA,1,Muslim,SC
PAR_INST_001_1006,INST_001,Rudra Patel,Shalini Patel,Rudra Patel,rudra_patel@gmail.com,+91-8176776006,+91-9034597317,"Flat No. 46, Nagar 15, Chennai",Teacher,Doctor,15-25 LPA,1,Sikh,ST
PAR_INST_001_1007,INST_001,Deepak Chakraborty,Sunita Chakraborty,Deepak Chakraborty,deepak.chakraborty@outlook.com,+91-8148094731,+91-8115605427,"House No. 466, Enclave 38, Chennai",Police Officer,Doctor,10-15 LPA,1,Sikh,General
PAR_INST_001_1008,INST_001,Reyansh Sethi,Anika Sethi,Reyansh Sethi,reyansh977@rediffmail.com,+91-8647545657,+91-9489722693,"Plot No. 520, Enclave 18, Chennai",IAS Officer,Homemaker,2-5 LPA,1,Buddhist,General
PAR_INST_001_1009,INST_001,Yash Mukherjee,Sunita Mukherjee,Yash Mukherjee,yash390@outlook.com,+91-8506699261,+91-9282687097,"Villa No. 912, Market 29, Chennai",Bank Manager,Government Employee,10-15 LPA,1,Hindu,OBC
PAR_INST_001_1010,INST_001,Harsh Mitra,Shweta Mitra,Harsh Mitra,harshmitra@rediffmail.com,+91-8492711073,+91-8712896220,"Villa No. 553, Colony 19, Chennai",Businessman,Nurse,2-5 LPA,1,Muslim,OBC
PAR_INST_001_1011,INST_001,Vihaan Jindal,Meera Jindal,Vihaan Jindal,vihaanjindal@outlook.com,+91-9060606943,+91-9869523578,"Villa No. 331, Colony 39, Chennai",Government Employee,Teacher,2-5 LPA,1,Buddhist,SC
PAR_INST_001_1012,INST_001,Rohan Roy,Riya Roy,Rohan Roy,rroy@outlook.com,+91-9088548753,+91-9519804255,"Plot No. 927, Colony 34, Chennai",Contractor,Homemaker,5-10 LPA,1,Muslim,ST
PAR_INST_001_1013,INST_001,Ashish Menon,Khushi Menon,Ashish Menon,ashish.menon@rediffmail.com,+91-8168878602,+91-9739221317,"House No. 924, Block 40, Chennai",Police Officer,Government Employee,15-25 LPA,1,Sikh,ST
PAR_INST_001_1014,INST_001,Rudra Sarkar,Pihu Sarkar,Rudra Sarkar,rudrasarkar@hotmail.com,+91-8398728731,+91-9024956291,"Villa No. 938, Extension 20, Chennai",Government Employee,Teacher,10-15 LPA,1,Hindu,OBC
PAR_INST_001_1015,INST_001,Advik Tiwari,Tanvi Tiwari,Advik Tiwari,advik.tiwari@rediffmail.com,+91-9805102874,+91-8812022017,"Plot No. 305, Enclave 18, Chennai",Doctor,Businesswoman,5-10 LPA,1,Buddhist,ST
PAR_INST_001_1016,INST_001,Varun Mittal,Myra Mittal,Varun Mittal,varun.mittal@outlook.com,+91-8662750152,+91-8697442036,"House No. 493, Enclave 19, Chennai",Police Officer,Software Developer,2-5 LPA,1,Muslim,General
PAR_INST_001_1017,INST_001,Harsh Hegde,Shriya Hegde,Harsh Hegde,harshhegde@yahoo.co.in,+91-8136806014,+91-8879232671,"Plot No. 760, Enclave 33, Chennai",Police Officer,Teacher,15-25 LPA,1,Jain,ST
PAR_INST_001_1018,INST_001,Aarav Bhatia,Nidhi Bhatia,Aarav Bhatia,aarav.bhatia@hotmail.com,+91-8579720925,+91-9692018285,"Flat No. 244, Nagar 46, Chennai",Teacher,Bank Employee,10-15 LPA,1,Hindu,SC
PAR_INST_001_1019,INST_001,Harsh Trivedi,Pooja Trivedi,Harsh Trivedi,harsh_trivedi@hotmail.com,+91-9391585511,+91-8539714920,"Villa No. 343, Market 20, Chennai",Police Officer,Designer,< 2 LPA,1,Christian,OBC
PAR_INST_001_1020,INST_001,Amit Ganguly,Manisha Ganguly,Amit Ganguly,aganguly@yahoo.com,+91-8625918831,+91-9349773677,"Flat No. 904, Vihar 20, Chennai",Businessman,Principal,5-10 LPA,1,Muslim,SC
PAR_INST_001_1021,INST_001,Amit Kar,Manisha Kar,Amit Kar,amitkar@hotmail.com,+91-8657156438,+91-9729903480,"Plot No. 129, Vihar 31, Chennai",Bank Manager,Designer,10-15 LPA,1,Hindu,General
PAR_INST_001_1022,INST_001,Advait Mishra,Maya Mishra,Advait Mishra,advait10@gmail.com,+91-8557376242,+91-8662254920,"Flat No. 423, Nagar 4, Chennai",Bank Manager,Consultant,< 2 LPA,1,Jain,SC
PAR_INST_001_1023,INST_001,Arjit Jain,Saanvi Jain,Arjit Jain,arjitjain@rediffmail.com,+91-9111722641,+91-9075690018,"Plot No. 129, Nagar 14, Chennai",Farmer,Bank Employee,15-25 LPA,1,Jain,SC
PAR_INST_001_1024,INST_001,Abhishek Iyer,Sneha Iyer,Abhishek Iyer,abhishek590@yahoo.co.in,+91-9159667715,+91-9190226247,"Flat No. 413, Enclave 1, Chennai",Engineer,Professor,2-5 LPA,1,Muslim,General
PAR_INST_001_1025,INST_001,Harsh Gupta,Riya Gupta,Harsh Gupta,hgupta@outlook.com,+91-8461442787,+91-9155404231,"Villa No. 635, Market 39, Chennai",Teacher,Professor,25+ LPA,1,Jain,General
PAR_INST_001_1026,INST_001,Kabir Shinde,Shalini Shinde,Kabir Shinde,kabir_shinde@hotmail.com,+91-9193439690,+91-9053925287,"Flat No. 343, Market 13, Chennai",Businessman,Designer,15-25 LPA,1,Hindu,OBC
PAR_INST_001_1027,INST_001,Rohan Singh,Deepika Singh,Rohan Singh,rohan_singh@yahoo.com,+91-9202364122,+91-8974098537,"Flat No. 57, Nagar 15, Chennai",Farmer,Homemaker,5-10 LPA,1,Hindu,ST
PAR_INST_001_1028,INST_001,Vihaan Goel,Preeti Goel,Vihaan Goel,vihaan.goel@gmail.com,+91-8315558709,+91-9004224564,"House No. 81, Colony 24, Chennai",Software Developer,Government Employee,< 2 LPA,1,Muslim,SC
PAR_INST_001_1029,INST_001,Riyansh Sen,Kavya Sen,Riyansh Sen,riyansh790@gmail.com,+91-8013505349,+91-9019715755,"Villa No. 973, Block 26, Chennai",Shopkeeper,Consultant,2-5 LPA,1,Muslim,OBC
PAR_INST_001_1030,INST_001,Karan Joshi,Preeti Joshi,Karan Joshi,kjoshi@gmail.com,+91-8521856352,+91-9807615042,"House No. 322, Extension 33, Chennai",Contractor,Government Employee,25+ LPA,1,Jain,ST
PAR_INST_001_1031,INST_001,Yash More,Manisha More,Yash More,yashmore@yahoo.co.in,+91-9260809010,+91-9646103927,"House No. 551, Nagar 3, Chennai",Government Employee,Consultant,10-15 LPA,1,Jain,General
PAR_INST_001_1032,INST_001,Nitin Shah,Sana Shah,Nitin Shah,nshah@hotmail.com,+91-8385185690,+91-8709656882,"Villa No. 491, Colony 34, Chennai",Engineer,Homemaker,10-15 LPA,1,Muslim,ST
PAR_INST_001_1033,INST_001,Shaurya Sharma,Navya Sharma,Shaurya Sharma,shaurya.sharma@yahoo.co.in,+91-8972373564,+91-9878308306,"Villa No. 976, Enclave 7, Chennai",IAS Officer,Doctor,5-10 LPA,1,Christian,OBC
PAR_INST_001_1034,INST_001,Ashish Kale,Priya Kale,Ashish Kale,akale@outlook.com,+91-8006688675,+91-9685711645,"Villa No. 47, Enclave 43, Chennai",Bank Manager,Consultant,5-10 LPA,1,Sikh,OBC
PAR_INST_001_1035,INST_001,Amit Shah,Ira Shah,Amit Shah,amit.shah@yahoo.co.in,+91-8439200258,+91-8765337773,"House No. 694, Nagar 7, Chennai",Shopkeeper,Lawyer,25+ LPA,1,Buddhist,ST
PAR_INST_001_1036,INST_001,Reyansh Sarkar,Sneha Sarkar,Reyansh Sarkar,reyansh_sarkar@outlook.com,+91-8172012402,+91-8745500549,"House No. 520, Sector 43, Chennai",Bank Manager,Bank Employee,15-25 LPA,1,Muslim,ST
PAR_INST_001_1037,INST_001,Ankit Mehta,Manisha Mehta,Ankit Mehta,ankit533@rediffmail.com,+91-9446163034,+91-9183000914,"Flat No. 321, Colony 40, Chennai",Government Employee,Bank Employee,2-5 LPA,1,Hindu,ST
