activity_id,student_id,activity_name,participation_level,start_date,performance_rating,achievements,attendance_percentage,instructor
ACT_INST_001_001184,STU_INST_001_0993,Basketball,Intermediate,2024-12-05,Needs Improvement,,93,Swati Raman
ACT_INST_001_001185,STU_INST_001_0993,Literary Society,Advanced,2024-11-22,Excellent,,89,Shalini Reddy
ACT_INST_001_001186,STU_INST_001_0995,Science Club,Advanced,2024-09-26,Needs Improvement,,89,Aarohi Sarkar
ACT_INST_001_001187,STU_INST_001_0995,Literary Society,Intermediate,2024-11-17,Very Good,,79,Ashish Shinde
ACT_INST_001_001188,STU_INST_001_0997,Badminton,Beginner,2025-02-02,Average,,93,Reyansh Mehta
ACT_INST_001_001189,STU_INST_001_0999,Karate,Intermediate,2025-05-17,Good,,79,Neha Mishra
ACT_INST_001_001190,STU_INST_001_1001,Art & Craft,Advanced,2025-02-08,Needs Improvement,,93,Vivaan Sarkar
ACT_INST_001_001191,STU_INST_001_1001,Literary Society,Advanced,2025-01-20,Average,District Level Participant,82,Om Das
ACT_INST_001_001192,STU_INST_001_1002,Quiz,Beginner,2025-03-13,Very Good,,84,Rashmi Singh
ACT_INST_001_001193,STU_INST_001_1004,Basketball,Beginner,2024-10-17,Average,,91,Vinod Sharma
ACT_INST_001_001194,STU_INST_001_1004,Environmental Club,Intermediate,2024-12-08,Excellent,District Level Participant,98,Riyansh Raman
ACT_INST_001_001195,STU_INST_001_1004,Dance,Beginner,2025-03-30,Excellent,,86,Sana Gupta
ACT_INST_001_001196,STU_INST_001_1006,Music,Beginner,2024-10-23,Excellent,District Level Participant,81,Sneha Jain
ACT_INST_001_001197,STU_INST_001_1008,Table Tennis,Beginner,2024-09-19,Very Good,,90,Maya Verma
ACT_INST_001_001198,STU_INST_001_1008,Science Club,Advanced,2025-07-11,Very Good,,82,Ankit Bhardwaj
ACT_INST_001_001199,STU_INST_001_1013,Cultural Committee,Intermediate,2025-07-29,Needs Improvement,,89,Khushi Kale
ACT_INST_001_001200,STU_INST_001_1014,Art & Craft,Beginner,2024-09-30,Excellent,,90,Sneha Goel
ACT_INST_001_001201,STU_INST_001_1014,Quiz,Beginner,2025-02-10,Needs Improvement,,89,Veer Raman
ACT_INST_001_001202,STU_INST_001_1015,Badminton,Intermediate,2025-01-05,Excellent,,78,Riya Mukherjee
ACT_INST_001_001203,STU_INST_001_1015,Literary Society,Beginner,2025-05-07,Average,,87,Deepika Kulkarni
ACT_INST_001_001204,STU_INST_001_1016,Football,Intermediate,2024-10-27,Very Good,,84,Ankit Rao
ACT_INST_001_001205,STU_INST_001_1016,Quiz,Beginner,2025-07-16,Good,,77,Yogesh Bhatt
ACT_INST_001_001206,STU_INST_001_1016,Drama,Beginner,2024-10-10,Excellent,,96,Ira Pal
ACT_INST_001_001207,STU_INST_001_1017,Science Club,Intermediate,2025-05-31,Excellent,,79,Vivaan Dubey
ACT_INST_001_001208,STU_INST_001_1017,Music,Beginner,2024-10-02,Average,Certificate of Participation,77,Arnav Sen
ACT_INST_001_001209,STU_INST_001_1018,Yoga,Advanced,2024-10-31,Average,,87,Sanjay Mukherjee
ACT_INST_001_001210,STU_INST_001_1018,Drama,Beginner,2025-01-09,Excellent,,82,Ayaan Thakkar
ACT_INST_001_001211,STU_INST_001_1018,Environmental Club,Intermediate,2025-04-12,Excellent,,72,Om Ganguly
ACT_INST_001_001212,STU_INST_001_1020,Literary Society,Advanced,2025-05-03,Average,,74,Ankit Roy
ACT_INST_001_001213,STU_INST_001_1020,Table Tennis,Beginner,2024-12-31,Needs Improvement,,70,Samar Srivastava
ACT_INST_001_001214,STU_INST_001_1020,Athletics,Beginner,2025-08-14,Excellent,Certificate of Participation,87,Maya Ghosh
ACT_INST_001_001215,STU_INST_001_1021,Cultural Committee,Intermediate,2025-04-15,Needs Improvement,,82,Kavya Nair
ACT_INST_001_001216,STU_INST_001_1022,Literary Society,Advanced,2024-09-29,Good,,75,Laksh Suthar
ACT_INST_001_001217,STU_INST_001_1022,Dance,Advanced,2024-12-29,Good,Certificate of Participation,72,Deepak Mukherjee
ACT_INST_001_001218,STU_INST_001_1026,Literary Society,Beginner,2025-06-14,Average,,76,Nidhi Shetty
ACT_INST_001_001219,STU_INST_001_1026,Quiz,Beginner,2024-09-30,Excellent,,77,Yash Mishra
ACT_INST_001_001220,STU_INST_001_1028,Badminton,Intermediate,2024-11-14,Very Good,District Level Participant,83,Sneha Goel
ACT_INST_001_001221,STU_INST_001_1029,Art & Craft,Advanced,2025-03-12,Needs Improvement,,80,Anil Mishra
ACT_INST_001_001222,STU_INST_001_1030,Cultural Committee,Beginner,2025-08-02,Very Good,,97,Neha Venkatesh
ACT_INST_001_001223,STU_INST_001_1030,Dance,Advanced,2025-07-11,Average,Certificate of Participation,72,Ankit Mishra
ACT_INST_001_001224,STU_INST_001_1030,Karate,Advanced,2025-03-24,Excellent,,81,Isha Kale
ACT_INST_001_001225,STU_INST_001_1031,Music,Advanced,2024-12-29,Needs Improvement,,77,Karan Chakraborty
ACT_INST_001_001226,STU_INST_001_1031,Dance,Intermediate,2025-03-02,Very Good,,83,Om Gupta
ACT_INST_001_001227,STU_INST_001_1031,Literary Society,Beginner,2025-02-19,Very Good,,79,Sapna Patil
ACT_INST_001_001228,STU_INST_001_1032,Drama,Intermediate,2025-02-15,Average,,71,Vivaan Gupta
ACT_INST_001_001229,STU_INST_001_1032,Science Club,Beginner,2025-06-07,Good,Certificate of Participation,95,Ravi Dutta
ACT_INST_001_001230,STU_INST_001_1033,Debate,Intermediate,2025-04-24,Very Good,,85,Ashish Aggarwal
ACT_INST_001_001231,STU_INST_001_1035,Music,Intermediate,2025-05-18,Very Good,State Level Qualifier,97,Tanvi Aggarwal
ACT_INST_001_001232,STU_INST_001_1035,Badminton,Beginner,2025-05-26,Very Good,,76,Sanjay Bansal
ACT_INST_001_001233,STU_INST_001_1037,Art & Craft,Advanced,2025-07-04,Excellent,,99,Neha Pawar
ACT_INST_001_001234,STU_INST_001_1037,Cricket,Advanced,2025-08-01,Average,,76,Sneha Jadhav
ACT_INST_001_001235,STU_INST_001_1039,Drama,Advanced,2024-10-28,Excellent,,75,Sapna Srivastava
ACT_INST_001_001236,STU_INST_001_1039,Karate,Intermediate,2025-04-13,Excellent,,93,Ananya Jindal
ACT_INST_001_001237,STU_INST_001_1043,Karate,Advanced,2025-05-07,Average,,87,Krishna Shah
ACT_INST_001_001238,STU_INST_001_1043,Art & Craft,Intermediate,2025-07-09,Needs Improvement,School Level Winner,94,Sanjay Bhattacharya
ACT_INST_001_001239,STU_INST_001_1043,Yoga,Advanced,2024-11-11,Very Good,,100,Deepika Chakraborty
ACT_INST_001_001240,STU_INST_001_1045,Environmental Club,Advanced,2025-01-10,Very Good,,94,Shreya Kar
ACT_INST_001_001241,STU_INST_001_1045,Cultural Committee,Beginner,2025-08-08,Average,,78,Sai Shukla
ACT_INST_001_001242,STU_INST_001_1045,Literary Society,Intermediate,2025-05-01,Good,,81,Shriya Bhatia
ACT_INST_001_001243,STU_INST_001_1048,Badminton,Beginner,2025-02-24,Good,,100,Karan Dutta
ACT_INST_001_001244,STU_INST_001_1048,Literary Society,Advanced,2025-01-17,Good,,94,Sneha Jindal
ACT_INST_001_001245,STU_INST_001_1049,Football,Beginner,2025-06-10,Needs Improvement,State Level Qualifier,90,Ashish Kulkarni
ACT_INST_001_001246,STU_INST_001_1049,Cricket,Advanced,2025-04-28,Very Good,,76,Arjit Aggarwal
ACT_INST_001_001247,STU_INST_001_1049,Literary Society,Beginner,2025-01-30,Average,,89,Reyansh Sen
ACT_INST_001_001248,STU_INST_001_1050,Yoga,Advanced,2025-01-01,Excellent,,82,Navya Panchal
ACT_INST_001_001249,STU_INST_001_1050,Music,Intermediate,2025-03-09,Excellent,District Level Participant,82,Pihu Chowdhury
ACT_INST_001_001250,STU_INST_001_1050,Cultural Committee,Intermediate,2024-09-29,Good,,71,Divya Raman
ACT_INST_001_001251,STU_INST_001_1051,Yoga,Intermediate,2025-03-12,Average,,75,Rudra Deshpande
ACT_INST_001_001252,STU_INST_001_1051,Football,Beginner,2025-05-17,Very Good,,76,Shaurya Shetty
ACT_INST_001_001253,STU_INST_001_1053,Literary Society,Advanced,2025-06-04,Very Good,,100,Shalini Modi
ACT_INST_001_001254,STU_INST_001_1056,Cultural Committee,Intermediate,2025-04-08,Good,,82,Riyansh Jindal
ACT_INST_001_001255,STU_INST_001_1056,Dance,Intermediate,2024-09-21,Excellent,District Level Participant,87,Vikram Verma
ACT_INST_001_001256,STU_INST_001_1059,Science Club,Advanced,2025-02-22,Very Good,Certificate of Participation,76,Ira Gupta
ACT_INST_001_001257,STU_INST_001_1059,Cultural Committee,Advanced,2024-11-11,Very Good,,87,Ira Aggarwal
ACT_INST_001_001258,STU_INST_001_1061,Debate,Beginner,2024-11-12,Excellent,,90,Rekha Desai
ACT_INST_001_001259,STU_INST_001_1061,Environmental Club,Advanced,2025-08-09,Good,,98,Arjun Pawar
ACT_INST_001_001260,STU_INST_001_1062,Drama,Beginner,2024-12-18,Very Good,,74,Veer Kamath
ACT_INST_001_001261,STU_INST_001_1063,Football,Beginner,2025-08-01,Very Good,,92,Rudra Das
ACT_INST_001_001262,STU_INST_001_1063,Table Tennis,Advanced,2025-02-21,Needs Improvement,,81,Yogesh Verma
ACT_INST_001_001263,STU_INST_001_1064,Art & Craft,Advanced,2024-11-03,Excellent,,91,Aarohi Kumar
ACT_INST_001_001264,STU_INST_001_1064,Quiz,Beginner,2025-06-07,Good,,77,Suresh Mandal
ACT_INST_001_001265,STU_INST_001_1064,Karate,Intermediate,2024-10-01,Average,,78,Raj Venkatesh
ACT_INST_001_001266,STU_INST_001_1065,Cricket,Advanced,2024-12-13,Average,,97,Ananya Krishnan
ACT_INST_001_001267,STU_INST_001_1069,Karate,Intermediate,2024-10-22,Needs Improvement,State Level Qualifier,88,Arjun Arora
ACT_INST_001_001268,STU_INST_001_1073,Dance,Beginner,2025-03-19,Very Good,,70,Shaurya Dubey
ACT_INST_001_001269,STU_INST_001_1073,Science Club,Intermediate,2024-09-17,Very Good,,91,Kabir Raman
ACT_INST_001_001270,STU_INST_001_1073,Cultural Committee,Intermediate,2025-04-27,Excellent,School Level Winner,93,Myra Kale
ACT_INST_001_001271,STU_INST_001_1074,Drama,Advanced,2024-10-13,Average,State Level Qualifier,80,Samar Bose
ACT_INST_001_001272,STU_INST_001_1074,Karate,Advanced,2025-02-14,Needs Improvement,School Level Winner,79,Nidhi Modi
ACT_INST_001_001273,STU_INST_001_1075,Science Club,Advanced,2025-01-22,Excellent,School Level Winner,94,Yash Rao
ACT_INST_001_001274,STU_INST_001_1075,Athletics,Beginner,2025-01-19,Excellent,,99,Sapna Pandey
ACT_INST_001_001275,STU_INST_001_1075,Karate,Advanced,2025-02-08,Good,,82,Aarav Kapoor
ACT_INST_001_001276,STU_INST_001_1077,Drama,Intermediate,2025-05-13,Very Good,,97,Reyansh Biswas
ACT_INST_001_001277,STU_INST_001_1078,Yoga,Advanced,2025-01-24,Good,,90,Deepak Shetty
ACT_INST_001_001278,STU_INST_001_1078,Football,Intermediate,2025-02-11,Excellent,,97,Yogesh Krishnan
ACT_INST_001_001279,STU_INST_001_1078,Music,Advanced,2024-12-24,Needs Improvement,,83,Arnav Shah
ACT_INST_001_001280,STU_INST_001_1079,Football,Beginner,2025-02-20,Good,Certificate of Participation,83,Ashish Joshi
ACT_INST_001_001281,STU_INST_001_1079,Cultural Committee,Intermediate,2025-03-22,Good,,74,Rekha Thakkar
ACT_INST_001_001282,STU_INST_001_1079,Literary Society,Intermediate,2025-04-04,Very Good,,75,Ananya Kar
ACT_INST_001_001283,STU_INST_001_1080,Drama,Advanced,2024-12-05,Very Good,,91,Rekha Sharma
ACT_INST_001_001284,STU_INST_001_1080,Science Club,Advanced,2025-06-24,Good,District Level Participant,77,Tanya Roy
ACT_INST_001_001285,STU_INST_001_1082,Badminton,Intermediate,2024-12-09,Good,,91,Tanya Malhotra
ACT_INST_001_001286,STU_INST_001_1082,Science Club,Beginner,2025-07-22,Average,,71,Aarav Ganguly
ACT_INST_001_001287,STU_INST_001_1082,Dance,Advanced,2024-09-16,Average,,91,Shalini Shukla
ACT_INST_001_001288,STU_INST_001_1084,Karate,Intermediate,2025-06-02,Excellent,,82,Shreya Agarwal
ACT_INST_001_001289,STU_INST_001_1084,Table Tennis,Intermediate,2025-02-22,Average,,74,Atharv Kapoor
ACT_INST_001_001290,STU_INST_001_1086,Basketball,Advanced,2025-07-01,Excellent,,77,Pooja Ganguly
ACT_INST_001_001291,STU_INST_001_1086,Table Tennis,Beginner,2025-07-23,Average,,75,Arnav Biswas
ACT_INST_001_001292,STU_INST_001_1086,Drama,Beginner,2025-03-16,Average,,88,Tanya Aggarwal
ACT_INST_001_001293,STU_INST_001_1087,Dance,Advanced,2024-11-03,Excellent,,83,Abhishek Banerjee
ACT_INST_001_001294,STU_INST_001_1087,Music,Advanced,2025-02-27,Needs Improvement,,98,Aadhya Gowda
ACT_INST_001_001295,STU_INST_001_1087,Badminton,Intermediate,2025-05-09,Excellent,,93,Ira Kale
ACT_INST_001_001296,STU_INST_001_1088,Athletics,Beginner,2025-08-11,Needs Improvement,,97,Vikram Chopra
ACT_INST_001_001297,STU_INST_001_1088,Debate,Advanced,2025-08-11,Good,,99,Varun Joshi
ACT_INST_001_001298,STU_INST_001_1089,Badminton,Intermediate,2025-05-08,Excellent,,76,Nitin Shah
ACT_INST_001_001299,STU_INST_001_1089,Literary Society,Intermediate,2024-09-30,Excellent,District Level Participant,91,Riya Hegde
ACT_INST_001_001300,STU_INST_001_1091,Table Tennis,Beginner,2025-06-02,Needs Improvement,State Level Qualifier,76,Shalini Venkatesh
ACT_INST_001_001301,STU_INST_001_1091,Badminton,Intermediate,2025-03-04,Average,,77,Ishaan Bhattacharya
ACT_INST_001_001302,STU_INST_001_1091,Cultural Committee,Advanced,2025-01-16,Average,,73,Rudra Goyal
ACT_INST_001_001303,STU_INST_001_1094,Science Club,Beginner,2025-04-23,Average,School Level Winner,73,Deepak Goel
ACT_INST_001_001304,STU_INST_001_1094,Yoga,Beginner,2025-01-07,Excellent,,77,Khushi Bansal
ACT_INST_001_001305,STU_INST_001_1097,Literary Society,Advanced,2025-07-22,Average,,78,Karan Patel
ACT_INST_001_001306,STU_INST_001_1097,Literary Society,Advanced,2025-04-16,Very Good,,86,Priya Chaturvedi
ACT_INST_001_001307,STU_INST_001_1097,Debate,Intermediate,2024-11-02,Average,,94,Arya Arora
ACT_INST_001_001308,STU_INST_001_1098,Badminton,Intermediate,2025-06-13,Very Good,,94,Anika Sen
ACT_INST_001_001309,STU_INST_001_1099,Athletics,Beginner,2025-04-30,Good,,77,Zara Gupta
ACT_INST_001_001310,STU_INST_001_1099,Debate,Beginner,2025-05-19,Needs Improvement,,86,Avni Kamath
ACT_INST_001_001311,STU_INST_001_1100,Music,Beginner,2025-02-01,Good,,74,Sana Kulkarni
ACT_INST_001_001312,STU_INST_001_1100,Music,Beginner,2025-06-01,Very Good,Certificate of Participation,96,Rudra Shukla
ACT_INST_001_001313,STU_INST_001_1102,Science Club,Advanced,2025-05-03,Very Good,,81,Anjali Khanna
ACT_INST_001_001314,STU_INST_001_1105,Science Club,Beginner,2024-11-25,Good,,98,Sanjay Modi
ACT_INST_001_001315,STU_INST_001_1105,Basketball,Intermediate,2025-04-06,Good,,77,Myra Mathur
ACT_INST_001_001316,STU_INST_001_1105,Badminton,Beginner,2025-06-17,Good,,73,Amit Krishnan
ACT_INST_001_001317,STU_INST_001_1106,Art & Craft,Beginner,2024-10-28,Excellent,,100,Kiara Patil
ACT_INST_001_001318,STU_INST_001_1106,Yoga,Intermediate,2024-11-08,Good,,79,Ananya Jindal
ACT_INST_001_001319,STU_INST_001_1107,Science Club,Intermediate,2025-08-15,Excellent,,80,Manoj Joshi
ACT_INST_001_001320,STU_INST_001_1108,Science Club,Beginner,2025-07-25,Needs Improvement,,98,Dev Kapoor
ACT_INST_001_001321,STU_INST_001_1108,Yoga,Advanced,2025-06-23,Excellent,,95,Veer Pal
ACT_INST_001_001322,STU_INST_001_1108,Science Club,Beginner,2025-02-06,Needs Improvement,,90,Priya Patel
ACT_INST_001_001323,STU_INST_001_1110,Karate,Intermediate,2025-02-01,Good,,76,Suresh Krishnan
ACT_INST_001_001324,STU_INST_001_1110,Cultural Committee,Intermediate,2025-01-19,Excellent,,76,Rudra Jindal
ACT_INST_001_001325,STU_INST_001_1110,Science Club,Advanced,2025-02-03,Excellent,,84,Aryan Agarwal
ACT_INST_001_001326,STU_INST_001_1111,Art & Craft,Intermediate,2024-10-28,Needs Improvement,,99,Nitin Dave
ACT_INST_001_001327,STU_INST_001_1112,Environmental Club,Intermediate,2025-02-08,Good,,70,Varun Parikh
ACT_INST_001_001328,STU_INST_001_1113,Drama,Beginner,2024-11-14,Excellent,,72,Sai Kamath
ACT_INST_001_001329,STU_INST_001_1114,Yoga,Beginner,2024-11-19,Very Good,,70,Pooja Agarwal
ACT_INST_001_001330,STU_INST_001_1114,Drama,Advanced,2024-12-29,Needs Improvement,,80,Shivansh Chowdhury
ACT_INST_001_001331,STU_INST_001_1115,Yoga,Advanced,2024-12-09,Needs Improvement,,100,Kiara Chowdhury
ACT_INST_001_001332,STU_INST_001_1115,Music,Intermediate,2025-06-18,Needs Improvement,,91,Neha Jadhav
ACT_INST_001_001333,STU_INST_001_1115,Science Club,Advanced,2024-09-29,Needs Improvement,School Level Winner,85,Raj Kapoor
ACT_INST_001_001334,STU_INST_001_1116,Athletics,Beginner,2024-12-06,Very Good,District Level Participant,82,Diya Dave
ACT_INST_001_001335,STU_INST_001_1116,Music,Beginner,2024-11-17,Average,,100,Nitin Kamath
ACT_INST_001_001336,STU_INST_001_1116,Dance,Beginner,2025-06-23,Needs Improvement,,74,Pihu Roy
ACT_INST_001_001337,STU_INST_001_1118,Cricket,Advanced,2025-05-29,Needs Improvement,,96,Karan Chowdhury
ACT_INST_001_001338,STU_INST_001_1120,Football,Beginner,2025-06-23,Excellent,,90,Kavya Shah
ACT_INST_001_001339,STU_INST_001_1122,Football,Intermediate,2024-10-18,Excellent,,98,Ira Rao
ACT_INST_001_001340,STU_INST_001_1122,Environmental Club,Advanced,2024-10-12,Good,,74,Kabir Malhotra
ACT_INST_001_001341,STU_INST_001_1123,Badminton,Beginner,2025-06-17,Excellent,District Level Participant,83,Tanvi Pandey
ACT_INST_001_001342,STU_INST_001_1125,Drama,Advanced,2025-05-04,Excellent,,92,Sara Shinde
ACT_INST_001_001343,STU_INST_001_1125,Athletics,Advanced,2025-08-11,Average,,83,Aadhya Sharma
ACT_INST_001_001344,STU_INST_001_1125,Table Tennis,Intermediate,2024-10-31,Good,,78,Vinod Rao
ACT_INST_001_001345,STU_INST_001_1126,Cricket,Beginner,2025-04-19,Excellent,School Level Winner,93,Sanjay Gowda
ACT_INST_001_001346,STU_INST_001_1126,Karate,Beginner,2025-07-07,Excellent,,97,Kriti Khanna
ACT_INST_001_001347,STU_INST_001_1126,Basketball,Intermediate,2024-11-12,Needs Improvement,,82,Anil Reddy
ACT_INST_001_001348,STU_INST_001_1127,Environmental Club,Beginner,2025-08-01,Average,,72,Diya Sarkar
ACT_INST_001_001349,STU_INST_001_1130,Music,Advanced,2025-03-20,Excellent,,90,Kavita Suthar
ACT_INST_001_001350,STU_INST_001_1130,Badminton,Beginner,2025-06-19,Good,,97,Suresh Joshi
ACT_INST_001_001351,STU_INST_001_1136,Quiz,Advanced,2025-05-27,Good,Certificate of Participation,87,Dev Bhardwaj
ACT_INST_001_001352,STU_INST_001_1136,Athletics,Intermediate,2025-05-11,Average,Certificate of Participation,85,Rajesh Mittal
ACT_INST_001_001353,STU_INST_001_1136,Badminton,Beginner,2025-01-18,Very Good,Certificate of Participation,81,Seema Joshi
ACT_INST_001_001354,STU_INST_001_1137,Yoga,Advanced,2025-01-04,Needs Improvement,,87,Rashmi Patil
ACT_INST_001_001355,STU_INST_001_1137,Cultural Committee,Beginner,2024-10-06,Good,,72,Ira Thakkar
ACT_INST_001_001356,STU_INST_001_1137,Yoga,Beginner,2025-02-24,Needs Improvement,,74,Akash Goel
ACT_INST_001_001357,STU_INST_001_1138,Cultural Committee,Advanced,2024-09-25,Needs Improvement,,77,Aarohi Ganguly
ACT_INST_001_001358,STU_INST_001_1138,Science Club,Beginner,2025-01-16,Needs Improvement,,92,Pihu Biswas
ACT_INST_001_001359,STU_INST_001_1139,Basketball,Intermediate,2025-07-07,Needs Improvement,Certificate of Participation,79,Sana Malhotra
ACT_INST_001_001360,STU_INST_001_1139,Drama,Beginner,2024-11-24,Needs Improvement,,72,Ira Patil
ACT_INST_001_001361,STU_INST_001_1140,Football,Advanced,2025-05-01,Average,Certificate of Participation,79,Arya Deshpande
ACT_INST_001_001362,STU_INST_001_1140,Badminton,Beginner,2025-06-12,Very Good,,93,Shalini Kale
ACT_INST_001_001363,STU_INST_001_1140,Art & Craft,Advanced,2025-05-03,Average,,95,Advik Venkatesh
ACT_INST_001_001364,STU_INST_001_1141,Football,Advanced,2024-10-03,Needs Improvement,,81,Rajesh Sarkar
ACT_INST_001_001365,STU_INST_001_1141,Table Tennis,Advanced,2025-02-22,Good,,78,Navya Dutta
ACT_INST_001_001366,STU_INST_001_1141,Dance,Advanced,2024-11-26,Very Good,,93,Avni Bhardwaj
ACT_INST_001_001367,STU_INST_001_1142,Karate,Intermediate,2025-01-23,Needs Improvement,,99,Shriya Shinde
ACT_INST_001_001368,STU_INST_001_1143,Drama,Advanced,2025-05-01,Very Good,,92,Vikram Mishra
ACT_INST_001_001369,STU_INST_001_1143,Table Tennis,Advanced,2025-07-01,Average,District Level Participant,92,Kavya Deshpande
ACT_INST_001_001370,STU_INST_001_1143,Football,Beginner,2024-10-22,Good,,91,Rahul Hegde
ACT_INST_001_001371,STU_INST_001_1144,Quiz,Intermediate,2025-06-06,Very Good,,74,Aditi Kumar
ACT_INST_001_001372,STU_INST_001_1144,Cultural Committee,Intermediate,2025-02-22,Average,School Level Winner,95,Aditi Dave
ACT_INST_001_001373,STU_INST_001_1144,Badminton,Intermediate,2024-12-07,Good,School Level Winner,76,Nidhi Krishnan
ACT_INST_001_001374,STU_INST_001_1145,Dance,Advanced,2025-01-13,Average,,96,Rekha Kumar
ACT_INST_001_001375,STU_INST_001_1145,Environmental Club,Beginner,2025-08-09,Very Good,,84,Sunita Goyal
ACT_INST_001_001376,STU_INST_001_1147,Debate,Intermediate,2025-08-12,Excellent,,88,Saanvi Sarkar
ACT_INST_001_001377,STU_INST_001_1148,Music,Intermediate,2025-06-15,Needs Improvement,State Level Qualifier,86,Aditya Modi
ACT_INST_001_001378,STU_INST_001_1149,Dance,Advanced,2024-12-31,Average,,77,Seema Shetty
ACT_INST_001_001379,STU_INST_001_1149,Music,Beginner,2025-02-12,Average,,93,Yogesh Dave
ACT_INST_001_001380,STU_INST_001_1152,Art & Craft,Intermediate,2025-02-17,Needs Improvement,,75,Harsh Shinde
ACT_INST_001_001381,STU_INST_001_1153,Football,Intermediate,2025-02-09,Excellent,State Level Qualifier,96,Saanvi Modi
ACT_INST_001_001382,STU_INST_001_1153,Athletics,Advanced,2024-12-20,Needs Improvement,,80,Tanvi Mathur
ACT_INST_001_001383,STU_INST_001_1153,Karate,Intermediate,2025-07-02,Excellent,Certificate of Participation,76,Advait Roy
ACT_INST_001_001384,STU_INST_001_1156,Art & Craft,Advanced,2025-03-05,Very Good,,99,Deepak Khanna
ACT_INST_001_001385,STU_INST_001_1156,Science Club,Intermediate,2024-10-04,Needs Improvement,,74,Rahul Sarkar
ACT_INST_001_001386,STU_INST_001_1157,Dance,Advanced,2025-04-29,Very Good,,75,Sunita Dubey
ACT_INST_001_001387,STU_INST_001_1157,Football,Beginner,2025-02-06,Good,,82,Ayaan Malhotra
ACT_INST_001_001388,STU_INST_001_1158,Debate,Advanced,2025-03-16,Average,,97,Rudra Pandey
ACT_INST_001_001389,STU_INST_001_1158,Debate,Advanced,2025-08-06,Very Good,,77,Ashish Sarkar
ACT_INST_001_001390,STU_INST_001_1158,Science Club,Advanced,2025-08-16,Average,,98,Suresh Reddy
ACT_INST_001_001391,STU_INST_001_1160,Badminton,Beginner,2024-12-26,Excellent,,98,Anil Shah
ACT_INST_001_001392,STU_INST_001_1160,Football,Advanced,2024-11-25,Very Good,,86,Riya Mukherjee
ACT_INST_001_001393,STU_INST_001_1160,Environmental Club,Intermediate,2025-05-07,Very Good,District Level Participant,83,Sunita Chakraborty
ACT_INST_001_001394,STU_INST_001_1161,Badminton,Beginner,2025-03-14,Good,,87,Abhishek Chopra
ACT_INST_001_001395,STU_INST_001_1161,Art & Craft,Intermediate,2025-02-03,Average,District Level Participant,72,Ananya Mitra
ACT_INST_001_001396,STU_INST_001_1161,Literary Society,Beginner,2025-07-15,Excellent,,95,Ravi Venkatesh
ACT_INST_001_001397,STU_INST_001_1162,Cultural Committee,Beginner,2025-05-01,Excellent,,77,Tanvi Joshi
ACT_INST_001_001398,STU_INST_001_1162,Cricket,Beginner,2025-08-07,Good,Certificate of Participation,100,Varun Shah
ACT_INST_001_001399,STU_INST_001_1163,Debate,Advanced,2025-03-15,Excellent,,77,Varun Desai
ACT_INST_001_001400,STU_INST_001_1166,Quiz,Intermediate,2025-05-18,Excellent,,79,Amit Mishra
ACT_INST_001_001401,STU_INST_001_1166,Debate,Intermediate,2024-11-27,Good,,84,Tanya Pal
ACT_INST_001_001402,STU_INST_001_1171,Table Tennis,Advanced,2025-01-05,Excellent,District Level Participant,95,Abhishek Shetty
ACT_INST_001_001403,STU_INST_001_1171,Basketball,Advanced,2025-04-11,Needs Improvement,,81,Advait Patel
ACT_INST_001_001404,STU_INST_001_1171,Environmental Club,Intermediate,2024-10-12,Excellent,School Level Winner,84,Veer Iyer
ACT_INST_001_001405,STU_INST_001_1173,Karate,Beginner,2025-05-31,Needs Improvement,,74,Navya Pawar
ACT_INST_001_001406,STU_INST_001_1174,Dance,Beginner,2025-05-05,Good,,97,Rudra Khanna
ACT_INST_001_001407,STU_INST_001_1174,Badminton,Beginner,2024-11-05,Very Good,,84,Khushi Sharma
ACT_INST_001_001408,STU_INST_001_1175,Quiz,Intermediate,2025-01-12,Good,,86,Shalini Suthar
ACT_INST_001_001409,STU_INST_001_1176,Football,Advanced,2024-11-19,Needs Improvement,,90,Seema Mitra
ACT_INST_001_001410,STU_INST_001_1176,Quiz,Intermediate,2024-10-25,Very Good,,96,Dev Joshi
ACT_INST_001_001411,STU_INST_001_1176,Basketball,Intermediate,2025-02-12,Very Good,Certificate of Participation,94,Varun Ganguly
ACT_INST_001_001412,STU_INST_001_1178,Drama,Advanced,2024-09-25,Very Good,State Level Qualifier,71,Preeti Chopra
ACT_INST_001_001413,STU_INST_001_1178,Table Tennis,Intermediate,2024-11-24,Excellent,,97,Aadhya Modi
ACT_INST_001_001414,STU_INST_001_1178,Music,Intermediate,2025-01-06,Good,District Level Participant,72,Rahul Chakraborty
ACT_INST_001_001415,STU_INST_001_1179,Athletics,Advanced,2025-06-07,Excellent,Certificate of Participation,78,Saanvi More
ACT_INST_001_001416,STU_INST_001_1179,Table Tennis,Beginner,2025-01-22,Good,,92,Ravi Gowda
ACT_INST_001_001417,STU_INST_001_1181,Athletics,Advanced,2025-08-12,Average,School Level Winner,82,Sanjay Chowdhury
ACT_INST_001_001418,STU_INST_001_1181,Debate,Beginner,2024-12-10,Needs Improvement,,87,Maya Parikh
ACT_INST_001_001419,STU_INST_001_1183,Debate,Intermediate,2025-01-21,Excellent,,80,Aryan Tiwari
ACT_INST_001_001420,STU_INST_001_1184,Music,Beginner,2025-04-04,Very Good,State Level Qualifier,79,Sana Tiwari
